'de novo' IMP biosynthesis	IMP biosynthesis
bacteriocin catabolism	bacteriocin metabolism
bacteriocin catabolism	toxin catabolism
bacteriocin immunity	toxin metabolism
bacteriocin metabolism	antibiotic metabolism
bacteriocin metabolism	toxin metabolism
barrier septum formation	cytokinesis
basal protein localization	asymmetric protein localization
base conversion/substitution editing	RNA editing
base-excision repair	DNA repair
base-excision repair\, AP site formation	base-excision repair
base-excision repair\, DNA ligation	base-excision repair
base-excision repair\, base-free sugar-phosphate removal	base-excision repair
base-excision repair\, gap-filling	base-excision repair
basic amino acid transport	amino acid transport
basophil activation	cell activation
basophil differentiation	myeloid blood cell differentiation
behavioral fear response	behavior
behavioral fear response	fear response
behavioral response to cocaine	adult behavior
behavioral response to cocaine	response to cocaine
behavioral response to ethanol	adult behavior
behavioral response to ethanol	response to ethanol
behavioral response to ether	adult behavior
behavioral response to ether	response to ether
behavioral response to starvation	feeding behavior
behavioral response to starvation	response to starvation
behavioral response to water deprivation	behavior
behavioral response to water deprivation	response to water deprivation
benomyl transport	drug transport
benzene and derivative metabolism	aromatic compound metabolism
benzene and derivative metabolism	xenobiotic metabolism
benzene metabolism	benzene and derivative metabolism
benzoate metabolism	benzene and derivative metabolism
benzoate metabolism	carboxylic acid metabolism
benzonitrile metabolism	benzene and derivative metabolism
benzyl isoquinoline alkaloid biosynthesis	alkaloid biosynthesis
benzyl isoquinoline alkaloid biosynthesis	benzyl isoquinoline alkaloid metabolism
benzyl isoquinoline alkaloid metabolism	alkaloid metabolism
benzyl isoquinoline alkaloid metabolism	aromatic compound metabolism
beta 2 integrin biosynthesis	integrin biosynthesis
beta-1\,2\,3\,4\,5\,6-hexachlorocyclohexane metabolism	hexachlorocyclohexane metabolism
beta-1\,3 glucan biosynthesis	beta-1\,3 glucan metabolism
beta-1\,3 glucan biosynthesis	glucan biosynthesis
beta-1\,3 glucan catabolism	beta-1\,3 glucan metabolism
beta-1\,3 glucan catabolism	glucan catabolism
beta-1\,3 glucan metabolism	glucan metabolism
beta-1\,6 glucan biosynthesis	beta-1\,6 glucan metabolism
beta-1\,6 glucan biosynthesis	glucan biosynthesis
beta-1\,6 glucan catabolism	glucan catabolism
beta-1\,6 glucan metabolism	glucan metabolism
beta-alanine biosynthesis	beta-alanine metabolism
beta-alanine biosynthesis	nonprotein amino acid biosynthesis
beta-alanine catabolism	beta-alanine metabolism
beta-alanine catabolism	nonprotein amino acid catabolism
beta-alanine catabolism to L-alanine	alanine metabolism
beta-alanine catabolism to L-alanine	beta-alanine catabolism
beta-alanine catabolism to mevalonate semialdehyde\, by transamination	beta-alanine catabolism
beta-alanine metabolism	nonprotein amino acid metabolism
beta-alanine transport	neutral amino acid transport
beta-glucan transport	polysaccharide transport
beta-glucoside transport	glucose transport
beta-lactam antibiotic biosynthesis	antibiotic biosynthesis
beta-lactam antibiotic biosynthesis	beta-lactam antibiotic metabolism
beta-lactam antibiotic catabolism	antibiotic catabolism
beta-lactam antibiotic catabolism	beta-lactam antibiotic metabolism
beta-lactam antibiotic metabolism	amine metabolism
beta-lactam antibiotic metabolism	antibiotic metabolism
beta-lactam antibiotic metabolism	heterocycle metabolism
beta-tubulin folding	tubulin folding
betaine biosynthesis	betaine metabolism
betaine biosynthesis	biogenic amine biosynthesis
betaine biosynthesis from choline	betaine biosynthesis
betaine biosynthesis from choline	choline metabolism
betaine biosynthesis from glycine	betaine biosynthesis
betaine biosynthesis from glycine	glycine metabolism
betaine catabolism	betaine metabolism
betaine catabolism	biogenic amine catabolism
betaine metabolism	biogenic amine metabolism
betaine metabolism	carboxylic acid metabolism
betaine transport	amine/polyamine transport
bicarbonate transport	inorganic anion transport
bicoid mRNA localization	mRNA localization\, intracellular
bicoid mRNA localization	oocyte anterior/posterior axis determination
bicyclomycin transport	drug transport
bile acid 7alpha-dehydroxylation pathway	bile acid metabolism
bile acid biosynthesis	bile acid metabolism
bile acid biosynthesis	carboxylic acid biosynthesis
bile acid biosynthesis	steroid biosynthesis
bile acid catabolism	bile acid metabolism
bile acid catabolism	carboxylic acid catabolism
bile acid catabolism	steroid catabolism
bile acid metabolism	carboxylic acid metabolism
bile acid metabolism	steroid metabolism
bile acid transport	monocarboxylic acid transport
bilirubin conjugation	porphyrin catabolism
bilirubin transport	monocarboxylic acid transport
binding of sperm to zona pellucida	fertilization (sensu Animalia)
binding unfolded ER proteins	'de novo' protein folding
binding/fusion of sperm to egg plasma membrane	fertilization (sensu Animalia)
binding/fusion of sperm to egg plasma membrane	plasma membrane fusion
biofilm formation	cell adhesion
biogenic amine biosynthesis	amine biosynthesis
biogenic amine biosynthesis	amino acid derivative biosynthesis
biogenic amine biosynthesis	biogenic amine metabolism
biogenic amine catabolism	amine catabolism
biogenic amine catabolism	amino acid derivative catabolism
biogenic amine catabolism	biogenic amine metabolism
biogenic amine metabolism	amine metabolism
biogenic amine metabolism	amino acid derivative metabolism
bioluminescence	physiological processes
biopterin transport	vitamin/cofactor transport
biosynthesis	metabolism
biosynthesis of protein-protein cross-link via 2-imino-glutaminyl-5-imidazolinone glycine	peptidyl-glycine modification
biosynthesis of protein-protein cross-link via 2-imino-glutaminyl-5-imidazolinone glycine	peptidyl-serine modification
biosynthesis of protein-protein cross-link via 2-imino-glutaminyl-5-imidazolinone glycine	protein-chromophore linkage
biosynthesis of protein-protein cross-link via 5-imidazolinone glycine	peptidyl-cysteine modification
biosynthesis of protein-protein cross-link via 5-imidazolinone glycine	peptidyl-glycine modification
biosynthesis of protein-protein cross-link via 5-imidazolinone glycine	protein-protein cross-linking
biosynthesis of protein-protein cross-link via L-seryl-5-imidazolinone glycine	peptidyl-glycine modification
biosynthesis of protein-protein cross-link via L-seryl-5-imidazolinone glycine	peptidyl-serine modification
biosynthesis of protein-protein cross-link via L-seryl-5-imidazolinone glycine	protein-chromophore linkage
biosynthesis of protein-protein cross-link via L-seryl-5-imidazolinone glycine	protein-protein cross-linking
biotin biosynthesis	biotin metabolism
biotin biosynthesis	water-soluble vitamin biosynthesis
biotin catabolism	biotin metabolism
biotin catabolism	water-soluble vitamin catabolism
biotin metabolism	carboxylic acid metabolism
biotin metabolism	coenzyme metabolism
biotin metabolism	heterocycle metabolism
biotin metabolism	sulfur metabolism
biotin metabolism	water-soluble vitamin metabolism
biotin transport	vitamin/cofactor transport
biphenyl metabolism	benzene and derivative metabolism
bipolar cell growth	cell elongation
bis(5'-nucleosidyl) oligophosphate biosynthesis	bis(5'-nucleosidyl) oligophosphate metabolism
bis(5'-nucleosidyl) oligophosphate biosynthesis	purine ribonucleoside biosynthesis
bis(5'-nucleosidyl) oligophosphate catabolism	bis(5'-nucleosidyl) oligophosphate metabolism
bis(5'-nucleosidyl) oligophosphate catabolism	purine ribonucleoside catabolism
bis(5'-nucleosidyl) oligophosphate metabolism	purine ribonucleoside metabolism
bisulfite reduction	sulfur utilization
bitter taste perception	taste
blastoderm segmentation	segment specification
blood coagulation	hemostasis
blood coagulation\, extrinsic pathway	blood coagulation
blood coagulation\, intrinsic pathway	blood coagulation
blood vessel development	organogenesis
blue light signaling pathway	intracellular signaling cascade
body morphogenesis (sensu Nematoda)	embryonic morphogenesis
bone mineralization	ossification
bone remodeling	physiological processes
bone resorption	bone remodeling
border cell delamination	ovarian follicle cell development (sensu Insecta)
border cell migration (sensu Insecta)	follicle cell migration (sensu Insecta)
boron transport	transport
brain development	central nervous system development
branch cell fate determination (sensu Insecta)	tracheal cell fate determination (sensu Insecta)
branched chain family amino acid biosynthesis	amino acid biosynthesis
branched chain family amino acid biosynthesis	branched chain family amino acid metabolism
branched chain family amino acid catabolism	amino acid catabolism
branched chain family amino acid catabolism	branched chain family amino acid metabolism
branched chain family amino acid metabolism	amino acid metabolism
branched-chain aliphatic amino acid transport	amino acid transport
brassinosteroid biosynthesis	brassinosteroid metabolism
brassinosteroid biosynthesis	phytosteroid biosynthesis
brassinosteroid catabolism	brassinosteroid metabolism
brassinosteroid catabolism	phytosteroid catabolism
brassinosteroid mediated signaling	hormone mediated signaling
brassinosteroid mediated signaling	response to brassinosteroid stimulus
brassinosteroid metabolism	phytosteroid metabolism
bristle morphogenesis	embryonic morphogenesis
bristle morphogenesis	sensory organ development
bromoxynil metabolism	benzene and derivative metabolism
bromoxynil metabolism	halogenated hydrocarbon metabolism
bud growth	budding
bud scar accumulation	budding
bud site selection	cytokinesis\, site selection
bud site selection	establishment of cell polarity (sensu Saccharomyces)
budding	asexual reproduction
budding	cell growth and/or maintenance
butanediol fermentation	glycolytic fermentation
butyrate biosynthesis	butyrate metabolism
butyrate biosynthesis	carboxylic acid biosynthesis
butyrate catabolism	butyrate metabolism
butyrate catabolism	carboxylic acid catabolism
butyrate fermentation	butyrate metabolism
butyrate fermentation	fermentation
butyrate metabolism	carboxylic acid metabolism
bypass DNA synthesis	DNA repair
cAMP biosynthesis	cAMP metabolism
cAMP biosynthesis	cyclic nucleotide biosynthesis
cAMP catabolism	cyclic nucleotide catabolism
cAMP metabolism	cyclic nucleotide metabolism
cAMP-mediated signaling	cyclic-nucleotide-mediated signaling
cGMP biosynthesis	cGMP metabolism
cGMP biosynthesis	cyclic nucleotide biosynthesis
cGMP catabolism	cGMP metabolism
cGMP catabolism	cyclic nucleotide catabolism
