mitochondrion inheritance	GO:0000001
branched chain family amino acid catabolism	GO:0009083
glutamine family amino acid biosynthesis	GO:0009084
lysine biosynthesis	GO:0009085
methionine biosynthesis	GO:0009086
methionine catabolism	GO:0009087
threonine biosynthesis	GO:0009088
lysine biosynthesis via diaminopimelate	GO:0009089
homoserine biosynthesis	GO:0009090
homoserine catabolism	GO:0009091
homoserine metabolism	GO:0009092
cysteine catabolism	GO:0009093
phenylalanine biosynthesis	GO:0009094
aromatic amino acid family biosynthesis\, prephenate pathway	GO:0009095
aromatic amino acid family biosynthesis\, anthranilate pathway	GO:0009096
isoleucine biosynthesis	GO:0009097
leucine biosynthesis	GO:0009098
valine biosynthesis	GO:0009099
glycoprotein metabolism	GO:0009100
glycoprotein biosynthesis	GO:0009101
biotin biosynthesis	GO:0009102
lipopolysaccharide biosynthesis	GO:0009103
lipopolysaccharide catabolism	GO:0009104
lipoic acid biosynthesis	GO:0009105
lipoate metabolism	GO:0009106
lipoate biosynthesis	GO:0009107
coenzyme biosynthesis	GO:0009108
coenzyme catabolism	GO:0009109
vitamin biosynthesis	GO:0009110
vitamin catabolism	GO:0009111
nucleobase metabolism	GO:0009112
purine base biosynthesis	GO:0009113
hypoxanthine catabolism	GO:0009114
xanthine catabolism	GO:0009115
nucleoside metabolism	GO:0009116
nucleotide metabolism	GO:0009117
regulation of nucleoside metabolism	GO:0009118
ribonucleoside metabolism	GO:0009119
deoxyribonucleoside metabolism	GO:0009120
nucleoside monophosphate metabolism	GO:0009123
nucleoside monophosphate biosynthesis	GO:0009124
nucleoside monophosphate catabolism	GO:0009125
purine nucleoside monophosphate metabolism	GO:0009126
purine nucleoside monophosphate biosynthesis	GO:0009127
purine nucleoside monophosphate catabolism	GO:0009128
pyrimidine nucleoside monophosphate metabolism	GO:0009129
pyrimidine nucleoside monophosphate biosynthesis	GO:0009130
pyrimidine nucleoside monophosphate catabolism	GO:0009131
nucleoside diphosphate metabolism	GO:0009132
nucleoside diphosphate biosynthesis	GO:0009133
nucleoside diphosphate catabolism	GO:0009134
purine nucleoside diphosphate metabolism	GO:0009135
purine nucleoside diphosphate biosynthesis	GO:0009136
purine nucleoside diphosphate catabolism	GO:0009137
pyrimidine nucleoside diphosphate metabolism	GO:0009138
pyrimidine nucleoside diphosphate biosynthesis	GO:0009139
pyrimidine nucleoside diphosphate catabolism	GO:0009140
nucleoside triphosphate metabolism	GO:0009141
nucleoside triphosphate biosynthesis	GO:0009142
nucleoside triphosphate catabolism	GO:0009143
purine nucleoside triphosphate metabolism	GO:0009144
purine nucleoside triphosphate biosynthesis	GO:0009145
purine nucleoside triphosphate catabolism	GO:0009146
pyrimidine nucleoside triphosphate metabolism	GO:0009147
pyrimidine nucleoside triphosphate biosynthesis	GO:0009148
pyrimidine nucleoside triphosphate catabolism	GO:0009149
purine ribonucleotide metabolism	GO:0009150
purine deoxyribonucleotide metabolism	GO:0009151
purine ribonucleotide biosynthesis	GO:0009152
purine deoxyribonucleotide biosynthesis	GO:0009153
purine ribonucleotide catabolism	GO:0009154
purine deoxyribonucleotide catabolism	GO:0009155
ribonucleoside monophosphate biosynthesis	GO:0009156
deoxyribonucleoside monophosphate biosynthesis	GO:0009157
ribonucleoside monophosphate catabolism	GO:0009158
deoxyribonucleoside monophosphate catabolism	GO:0009159
ribonucleoside monophosphate metabolism	GO:0009161
deoxyribonucleoside monophosphate metabolism	GO:0009162
nucleoside biosynthesis	GO:0009163
nucleoside catabolism	GO:0009164
nucleotide biosynthesis	GO:0009165
nucleotide catabolism	GO:0009166
purine ribonucleoside monophosphate metabolism	GO:0009167
purine ribonucleoside monophosphate biosynthesis	GO:0009168
purine ribonucleoside monophosphate catabolism	GO:0009169
purine deoxyribonucleoside monophosphate metabolism	GO:0009170
purine deoxyribonucleoside monophosphate biosynthesis	GO:0009171
purine deoxyribonucleoside monophosphate catabolism	GO:0009172
pyrimidine ribonucleoside monophosphate metabolism	GO:0009173
pyrimidine ribonucleoside monophosphate biosynthesis	GO:0009174
pyrimidine ribonucleoside monophosphate catabolism	GO:0009175
pyrimidine deoxyribonucleoside monophosphate metabolism	GO:0009176
pyrimidine deoxyribonucleoside monophosphate biosynthesis	GO:0009177
pyrimidine deoxyribonucleoside monophosphate catabolism	GO:0009178
purine ribonucleoside diphosphate metabolism	GO:0009179
purine ribonucleoside diphosphate biosynthesis	GO:0009180
purine ribonucleoside diphosphate catabolism	GO:0009181
purine deoxyribonucleoside diphosphate metabolism	GO:0009182
purine deoxyribonucleoside diphosphate biosynthesis	GO:0009183
purine deoxyribonucleoside diphosphate catabolism	GO:0009184
ribonucleoside diphosphate metabolism	GO:0009185
deoxyribonucleoside diphosphate metabolism	GO:0009186
cyclic nucleotide metabolism	GO:0009187
ribonucleoside diphosphate biosynthesis	GO:0009188
deoxyribonucleoside diphosphate biosynthesis	GO:0009189
cyclic nucleotide biosynthesis	GO:0009190
ribonucleoside diphosphate catabolism	GO:0009191
deoxyribonucleoside diphosphate catabolism	GO:0009192
pyrimidine ribonucleoside diphosphate metabolism	GO:0009193
pyrimidine ribonucleoside diphosphate biosynthesis	GO:0009194
pyrimidine ribonucleoside diphosphate catabolism	GO:0009195
pyrimidine deoxyribonucleoside diphosphate metabolism	GO:0009196
pyrimidine deoxyribonucleoside diphosphate biosynthesis	GO:0009197
pyrimidine deoxyribonucleoside diphosphate catabolism	GO:0009198
ribonucleoside triphosphate metabolism	GO:0009199
deoxyribonucleoside triphosphate metabolism	GO:0009200
ribonucleoside triphosphate biosynthesis	GO:0009201
deoxyribonucleoside triphosphate biosynthesis	GO:0009202
ribonucleoside triphosphate catabolism	GO:0009203
deoxyribonucleoside triphosphate catabolism	GO:0009204
purine ribonucleoside triphosphate metabolism	GO:0009205
purine ribonucleoside triphosphate biosynthesis	GO:0009206
purine ribonucleoside triphosphate catabolism	GO:0009207
pyrimidine ribonucleoside triphosphate metabolism	GO:0009208
pyrimidine ribonucleoside triphosphate biosynthesis	GO:0009209
pyrimidine ribonucleoside triphosphate catabolism	GO:0009210
pyrimidine deoxyribonucleoside triphosphate metabolism	GO:0009211
pyrimidine deoxyribonucleoside triphosphate biosynthesis	GO:0009212
pyrimidine deoxyribonucleoside triphosphate catabolism	GO:0009213
cyclic nucleotide catabolism	GO:0009214
purine deoxyribonucleoside triphosphate metabolism	GO:0009215
purine deoxyribonucleoside triphosphate biosynthesis	GO:0009216
purine deoxyribonucleoside triphosphate catabolism	GO:0009217
pyrimidine ribonucleotide metabolism	GO:0009218
pyrimidine deoxyribonucleotide metabolism	GO:0009219
pyrimidine ribonucleotide biosynthesis	GO:0009220
pyrimidine deoxyribonucleotide biosynthesis	GO:0009221
pyrimidine ribonucleotide catabolism	GO:0009222
pyrimidine deoxyribonucleotide catabolism	GO:0009223
CMP biosynthesis	GO:0009224
nucleotide-sugar metabolism	GO:0009225
nucleotide-sugar biosynthesis	GO:0009226
nucleotide-sugar catabolism	GO:0009227
thiamin biosynthesis	GO:0009228
thiamin diphosphate biosynthesis	GO:0009229
thiamin catabolism	GO:0009230
vitamin B2 biosynthesis	GO:0009231
vitamin B2 catabolism	GO:0009232
vitamin K2 metabolism	GO:0009233
vitamin K2 biosynthesis	GO:0009234
vitamin B12 metabolism	GO:0009235
vitamin B12 biosynthesis	GO:0009236
siderochrome metabolism	GO:0009237
enterobactin metabolism	GO:0009238
enterobactin biosynthesis	GO:0009239
isopentenyl diphosphate biosynthesis	GO:0009240
polyisoprenoid biosynthesis	GO:0009241
colanic acid biosynthesis	GO:0009242
O antigen biosynthesis	GO:0009243
lipopolysaccharide core region biosynthesis	GO:0009244
lipid A biosynthesis	GO:0009245
enterobacterial common antigen biosynthesis	GO:0009246
glycolipid biosynthesis	GO:0009247
K antigen biosynthesis	GO:0009248
protein-lipoylation	GO:0009249
glucan biosynthesis	GO:0009250
glucan catabolism	GO:0009251
peptidoglycan biosynthesis	GO:0009252
peptidoglycan catabolism	GO:0009253
peptidoglycan turnover	GO:0009254
Entner-Doudoroff pathway	GO:0009255
10-formyltetrahydrofolate metabolism	GO:0009256
10-formyltetrahydrofolate biosynthesis	GO:0009257
10-formyltetrahydrofolate catabolism	GO:0009258
ribonucleotide metabolism	GO:0009259
ribonucleotide biosynthesis	GO:0009260
ribonucleotide catabolism	GO:0009261
deoxyribonucleotide metabolism	GO:0009262
deoxyribonucleotide biosynthesis	GO:0009263
deoxyribonucleotide catabolism	GO:0009264
2'-deoxyribonucleotide biosynthesis	GO:0009265
response to temperature	GO:0009266
cellular response to starvation	GO:0009267
response to pH	GO:0009268
response to dessication	GO:0009269
response to humidity	GO:0009270
phage shock	GO:0009271
cell wall biosynthesis (sensu Fungi)	GO:0009272
cell wall biosynthesis (sensu Bacteria)	GO:0009273
cellular DNA uptake	GO:0009290
unidirectional conjugation	GO:0009291
genetic transfer	GO:0009292
transduction	GO:0009293
DNA mediated transformation	GO:0009294
flagella biogenesis	GO:0009296
fimbrial biogenesis	GO:0009297
GDP-mannose biosynthesis	GO:0009298
mRNA transcription	GO:0009299
antisense RNA transcription	GO:0009300
snRNA transcription	GO:0009301
snoRNA transcription	GO:0009302
rRNA transcription	GO:0009303
tRNA transcription	GO:0009304
protein amino acid biotinylation	GO:0009305
protein secretion	GO:0009306
DNA restriction	GO:0009307
amine metabolism	GO:0009308
amine biosynthesis	GO:0009309
amine catabolism	GO:0009310
oligosaccharide metabolism	GO:0009311
oligosaccharide biosynthesis	GO:0009312
oligosaccharide catabolism	GO:0009313
response to radiation	GO:0009314
positive regulation of transcription by pheromones	GO:0009371
quorum sensing	GO:0009372
regulation of transcription by pheromones	GO:0009373
translational attenuation	GO:0009386
2'-deoxyribonucleotide metabolism	GO:0009394
phospholipid catabolism	GO:0009395
folic acid and derivative biosynthesis	GO:0009396
folic acid and derivative catabolism	GO:0009397
FMN biosynthesis	GO:0009398
nitrogen fixation	GO:0009399
phosphoenolpyruvate-dependent sugar phosphotransferase system	GO:0009401
toxin biosynthesis	GO:0009403
toxin metabolism	GO:0009404
pathogenesis	GO:0009405
toxin catabolism	GO:0009407
response to heat	GO:0009408
response to cold	GO:0009409
response to xenobiotic stimulus	GO:0009410
response to UV	GO:0009411
response to flooding	GO:0009413
response to water deprivation	GO:0009414
response to water	GO:0009415
response to light	GO:0009416
chorismate biosynthesis	GO:0009423
SOS response	GO:0009432
nicotinamide adenine dinucleotide biosynthesis	GO:0009435
glyoxylate catabolism	GO:0009436
carnitine metabolism	GO:0009437
methylglyoxal metabolism	GO:0009438
cyanate metabolism	GO:0009439
cyanate catabolism	GO:0009440
glycolate metabolism	GO:0009441
allantoin assimilation	GO:0009442
pyridoxal 5'-phosphate salvage	GO:0009443
pyruvate oxidation	GO:0009444
putrescine metabolism	GO:0009445
putrescine biosynthesis	GO:0009446
putrescine catabolism	GO:0009447
aminobutyrate metabolism	GO:0009448
aminobutyrate biosynthesis	GO:0009449
aminobutyrate catabolism	GO:0009450
RNA modification	GO:0009451
RNA capping	GO:0009452
energy taxis	GO:0009453
aerotaxis	GO:0009454
redox taxis	GO:0009455
gametogenesis (sensu Magnoliophyta)	GO:0009552
megagametogenesis	GO:0009553
megasporogenesis	GO:0009554
microgametogenesis	GO:0009555
microsporogenesis	GO:0009556
antipodal cell differentiation	GO:0009557
cellularization of megagametophyte	GO:0009558
female gametophyte central cell differentiation	GO:0009559
female gametophyte egg cell differentiation	GO:0009560
megagametophyte nuclear division	GO:0009561
megagametophyte nuclear migration	GO:0009562
synergid cell differentiation	GO:0009563
formation of generative and vegetative cell	GO:0009564
fertilization	GO:0009566
double fertilization (sensu Magnoliophyta)	GO:0009567
perception of external stimulus	GO:0009581
perception of abiotic stimulus	GO:0009582
perception of light	GO:0009583
perception of visible light	GO:0009584
red\, far-red light phototransduction	GO:0009585
rhodopsin mediated phototransduction	GO:0009586
UV-A\, blue light phototransduction	GO:0009588
perception of UV	GO:0009589
perception of gravity	GO:0009590
perception of mechanical stimulus	GO:0009591
perception of sound	GO:0009592
perception of chemical substance	GO:0009593
perception of nutrients	GO:0009594
perception of biotic stimulus	GO:0009595
perception of pest/pathogen/parasite	GO:0009596
perception of viruses	GO:0009597
perception of pathogenic bacteria	GO:0009598
perception of pathogenic fungi	GO:0009599
perception of nematodes	GO:0009600
perception of insects	GO:0009601
perception of symbiont	GO:0009602
perception of symbiotic fungi	GO:0009603
perception of symbiotic bacteria	GO:0009604
response to external stimulus	GO:0009605
tropism	GO:0009606
response to biotic stimulus	GO:0009607
response to symbiont	GO:0009608
response to symbiotic bacteria	GO:0009609
response to symbiotic fungi	GO:0009610
response to wounding	GO:0009611
response to mechanical stimulus	GO:0009612
response to pest/pathogen/parasite	GO:0009613
response to viruses	GO:0009615
virus induced gene silencing	GO:0009616
response to bacteria	GO:0009617
response to pathogenic bacteria	GO:0009618
response to fungi	GO:0009620
response to pathogenic fungi	GO:0009621
response to parasitic fungi	GO:0009623
response to nematodes	GO:0009624
response to insects	GO:0009625
hypersensitive response	GO:0009626
systemic acquired resistance	GO:0009627
response to abiotic stimulus	GO:0009628
response to gravity	GO:0009629
gravitropism	GO:0009630
cold acclimation	GO:0009631
response to herbicide	GO:0009635
response to toxin	GO:0009636
response to blue light	GO:0009637
phototropism	GO:0009638
response to red/far-red light	GO:0009639
photomorphogenesis	GO:0009640
shade avoidance	GO:0009641
response to light intensity	GO:0009642
photosynthetic acclimation	GO:0009643
response to high light intensity	GO:0009644
response to low light intensity	GO:0009645
response to absence of light	GO:0009646
skotomorphogenesis	GO:0009647
