ribosomal chaperone activity	GO:0000005
hydrogen-exporting ATPase activity\, phosphorylative mechanism	GO:0008553
sodium-exporting ATPase activity\, phosphorylative mechanism	GO:0008554
chloride-transporting ATPase activity	GO:0008555
potassium-transporting ATPase activity	GO:0008556
guanine-transporting ATPase activity	GO:0008558
xenobiotic-transporting ATPase activity	GO:0008559
steroid-transporting ATPase activity	GO:0008560
protein-secreting ATPase activity	GO:0008564
protein transporter activity	GO:0008565
mitochondrial protein-transporting ATPase activity	GO:0008566
dynein ATPase activity	GO:0008567
microtubule-severing ATPase activity	GO:0008568
minus-end-directed kinesin ATPase activity	GO:0008569
myosin ATPase activity	GO:0008570
non-chaperonin molecular chaperone ATPase activity	GO:0008571
nucleoplasmin ATPase activity	GO:0008572
peroxisome-assembly ATPase activity	GO:0008573
plus-end-directed kinesin ATPase activity	GO:0008574
vesicle-fusing ATPase activity	GO:0008576
JUN kinase phosphatase activity	GO:0008579
cytoskeletal regulator activity	GO:0008580
ubiquitin isopeptidase T activity	GO:0008581
calcium-dependent protein serine/threonine phosphatase\, intrinsic catalyst activity	GO:0008596
calcium-dependent protein serine/threonine phosphatase\, intrinsic regulator activity	GO:0008597
protein phosphatase type 1\, intrinsic catalyst activity	GO:0008598
protein phosphatase type 1\, intrinsic regulator activity	GO:0008599
protein phosphatase type 2A\, intrinsic catalyst activity	GO:0008600
protein phosphatase type 2A\, intrinsic regulator activity	GO:0008601
cAMP-dependent protein kinase\, intrinsic catalyst activity	GO:0008602
cAMP-dependent protein kinase\, intrinsic regulator activity	GO:0008603
protein kinase CK2\, intrinsic catalyst activity	GO:0008604
protein kinase CK2\, intrinsic regulator activity	GO:0008605
phosphorylase kinase\, intrinsic catalyst activity	GO:0008606
phosphorylase kinase\, intrinsic regulator activity	GO:0008607
alkylglycerone-phosphate synthase activity	GO:0008609
diuretic hormone activity	GO:0008613
RHEB small monomeric GTPase activity	GO:0008619
protein tagging activity	GO:0008638
small protein conjugating enzyme activity	GO:0008639
ubiquitin-like conjugating enzyme activity	GO:0008640
small protein activating enzyme activity	GO:0008641
ubiquitin-like activating enzyme activity	GO:0008642
rRNA methyltransferase activity	GO:0008649
rRNA (uridine-2'-O-)-methyltransferase activity	GO:0008650
actin polymerizing activity	GO:0008651
caspase activator activity	GO:0008656
DNA gyrase inhibitor activity	GO:0008657
penicillin binding	GO:0008658
(3R)-hydroxymyristol acyl carrier protein dehydratase activity	GO:0008659
1-aminocyclopropane-1-carboxylate deaminase activity	GO:0008660
1-deoxyxylulose-5-phosphate synthase activity	GO:0008661
1-phosphofructokinase activity	GO:0008662
2'\,3'-cyclic-nucleotide 2'-phosphodiesterase activity	GO:0008663
2'-5' RNA ligase activity	GO:0008664
2'-phosphotransferase activity	GO:0008665
2\,3\,4\,5-tetrahydropyridine-2-carboxylate N-succinyltransferase activity	GO:0008666
2\,3-dihydro-2\,3-dihydroxybenzoate dehydrogenase activity	GO:0008667
(2\,3-dihydroxybenzoyl)adenylate synthase activity	GO:0008668
2\,3-dihydroxy-phenylpropionate 1\,2-dioxygenase activity	GO:0008669
2\,4-dienoyl-CoA reductase (NADPH) activity	GO:0008670
2-dehydro-3-deoxygalactonokinase activity	GO:0008671
2-dehydro-3-deoxyglucarate aldolase activity	GO:0008672
2-dehydro-3-deoxygluconokinase activity	GO:0008673
2-dehydro-3-deoxyphosphogalactonate aldolase activity	GO:0008674
2-dehydro-3-deoxyphosphogluconate aldolase activity	GO:0008675
3-deoxy-8-phosphooctulonate synthase activity	GO:0008676
2-dehydropantoate 2-reductase activity	GO:0008677
2-deoxy-D-gluconate 3-dehydrogenase activity	GO:0008678
2-hydroxy-3-oxopropionate reductase activity	GO:0008679
2-octaprenyl-6-methoxyphenol hydroxylase activity	GO:0008681
2-octoprenyl-3-methyl-6-methoxy-1\,4-benzoquinone hydroxylase activity	GO:0008682
2-oxoglutarate decarboxylase activity	GO:0008683
2-oxopent-4-enoate hydratase activity	GO:0008684
2C-methyl-D-erythritol 2\,4-cyclodiphosphate synthase activity	GO:0008685
3\,4 dihydroxy-2-butanone-4-phosphate synthase activity	GO:0008686
3\,4-dihydroxyphenyl-acetate 2\,3-dioxygenase activity	GO:0008687
3-(3-hydroxy-phenyl)propionate hydroxylase activity	GO:0008688
3-demethylubiquinone-9 3-O-methyltransferase activity	GO:0008689
3-deoxy-manno-octulosonate cytidylyltransferase activity	GO:0008690
3-hydroxybutyryl-CoA dehydrogenase activity	GO:0008691
3-hydroxybutyryl-CoA epimerase activity	GO:0008692
3-hydroxydecanoyl-[acyl-carrier protein] dehydratase activity	GO:0008693
3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity	GO:0008694
3-phenylpropionate dioxygenase activity	GO:0008695
4-amino-4-deoxychorismate lyase activity	GO:0008696
4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity	GO:0008697
4-diphosphocytidyl-2C-methyl-D-erythritol kinase activity	GO:0008698
4-diphosphocytidyl-2C-methyl-D-erythritol synthase activity	GO:0008699
4-hydroxy-2-oxoglutarate aldolase activity	GO:0008700
4-hydroxy-2-oxovalerate aldolase activity	GO:0008701
5\,10-methylenetetrahydrofolate reductase (FADH) activity	GO:0008702
5-amino-6-(5-phosphoribosylamino)uracil reductase activity	GO:0008703
5-carboxymethyl-2-hydroxymuconate delta-isomerase activity	GO:0008704
5-methyltetrahydrofolate-homocysteine S-methyltransferase activity	GO:0008705
6-phospho-beta-glucosidase activity	GO:0008706
6-phytase activity	GO:0008707
glucose dehydrogenase activity	GO:0008708
7-alpha-hydroxysteroid dehydrogenase activity	GO:0008709
8-amino-7-oxononanoate synthase activity	GO:0008710
ADP-L-glycero-D-manno-heptose synthase activity	GO:0008711
ADP-glyceromanno-heptose 6-epimerase activity	GO:0008712
ADP-heptose-lipopolysaccharide heptosyltransferase activity	GO:0008713
AMP nucleosidase activity	GO:0008714
CDP-diacylglycerol pyrophosphatase activity	GO:0008715
D-alanine-D-alanine ligase activity	GO:0008716
D-alanyl-D-alanine endopeptidase activity	GO:0008717
D-amino acid dehydrogenase activity	GO:0008718
dihydroneopterin triphosphate 2'-epimerase activity	GO:0008719
D-lactate dehydrogenase activity	GO:0008720
D-serine ammonia-lyase activity	GO:0008721
DNA helicase IV activity	GO:0008722
DNA polymerase V activity	GO:0008723
DNA 3-methyladenine glycosylase I activity	GO:0008725
FMNH(2)-dependent alkanesulfonate monooxygenase activity	GO:0008726
GDP-mannose mannosyl hydrolase activity	GO:0008727
GTP pyrophosphokinase activity	GO:0008728
L(+)-tartrate dehydratase activity	GO:0008730
L-allo-threonine aldolase activity	GO:0008732
L-arabinose isomerase activity	GO:0008733
L-aspartate oxidase activity	GO:0008734
L-carnitine dehydratase activity	GO:0008735
L-fucose isomerase activity	GO:0008736
L-fuculokinase activity	GO:0008737
L-fuculose-phosphate aldolase activity	GO:0008738
L-lysine 6-monooxygenase activity	GO:0008739
L-rhamnose isomerase activity	GO:0008740
L-ribulokinase activity	GO:0008741
L-ribulose-phosphate 4-epimerase activity	GO:0008742
L-threonine 3-dehydrogenase activity	GO:0008743
L-xylulokinase activity	GO:0008744
N-acetylmuramoyl-L-alanine amidase activity	GO:0008745
NAD(P)+ transhydrogenase activity	GO:0008746
N-acetylneuraminate lyase activity	GO:0008747
N-ethylmaleimide reductase activity	GO:0008748
NAD(P)+ transhydrogenase (AB-specific) activity	GO:0008750
NAD(P)H dehydrogenase (FMN) activity	GO:0008752
NADPH dehydrogenase (quinone) activity	GO:0008753
O antigen ligase activity	GO:0008754
O antigen polymerase activity	GO:0008755
o-succinylbenzoate-CoA ligase activity	GO:0008756
S-adenosylmethionine-dependent methyltransferase activity	GO:0008757
UDP-2\,3-diacylglucosamine hydrolase activity	GO:0008758
UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity	GO:0008759
UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity	GO:0008760
UDP-N-acetylglucosamine 2-epimerase activity	GO:0008761
UDP-N-acetylmuramate dehydrogenase activity	GO:0008762
UDP-N-acetylmuramate-alanine ligase activity	GO:0008763
UDP-N-acetylmuramoylalanine-D-glutamate ligase activity	GO:0008764
UDP-N-acetylmuramoylalanyl-D-glutamate-2\,6-diaminopimelate ligase activity	GO:0008765
UDP-N-acetylmuramoylalanyl-D-glutamyl-2\,6-diaminopimelate-D-alanyl-D-alanine ligase activity	GO:0008766
UDP-galactopyranose mutase activity	GO:0008767
UDP-sugar diphosphatase activity	GO:0008768
Xaa-His dipeptidase activity	GO:0008769
[acyl-carrier protein] phosphodiesterase activity	GO:0008770
[citrate (pro-3S)-lyase] ligase activity	GO:0008771
[isocitrate dehydrogenase (NADP+)] kinase activity	GO:0008772
[protein-PII] uridylyltransferase activity	GO:0008773
acetaldehyde dehydrogenase (acetylating) activity	GO:0008774
acetate CoA-transferase activity	GO:0008775
acetate kinase activity	GO:0008776
acetylornithine deacetylase activity	GO:0008777
acyl-CoA thioesterase II activity	GO:0008778
acyl-[acyl-carrier protein]-phospholipid O-acyltransferase activity	GO:0008779
acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity	GO:0008780
acylneuraminate cytidylyltransferase activity	GO:0008781
adenosylhomocysteine nucleosidase activity	GO:0008782
agmatinase activity	GO:0008783
alanine racemase activity	GO:0008784
alkyl hydroperoxide reductase activity	GO:0008785
allose 6-phosphate isomerase activity	GO:0008786
allose kinase activity	GO:0008787
alpha\,alpha-phosphotrehalase activity	GO:0008788
altronate dehydratase activity	GO:0008789
arabinose isomerase activity	GO:0008790
arginine N-succinyltransferase activity	GO:0008791
arginine decarboxylase activity	GO:0008792
aromatic amino acid transferase activity	GO:0008793
arsenate reductase (glutaredoxin) activity	GO:0008794
NAD+ synthase (AMP-forming) activity	GO:0008795
bis(5'-nucleosyl)-tetraphosphatase activity	GO:0008796
aspartate ammonia-lyase activity	GO:0008797
beta-aspartyl-peptidase activity	GO:0008798
beta-lactamase activity	GO:0008800
beta-phosphoglucomutase activity	GO:0008801
betaine-aldehyde dehydrogenase activity	GO:0008802
bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity	GO:0008803
carbamate kinase activity	GO:0008804
carbon monoxide oxygenase activity	GO:0008805
carboxymethylenebutenolidase activity	GO:0008806
carboxyvinyl-carboxyphosphonate phosphorylmutase activity	GO:0008807
cardiolipin synthase activity	GO:0008808
carnitine racemase activity	GO:0008809
cellulase activity	GO:0008810
chloramphenicol O-acetyltransferase activity	GO:0008811
choline dehydrogenase activity	GO:0008812
chorismate pyruvate lyase activity	GO:0008813
citrate CoA-transferase activity	GO:0008814
citrate lyase activity	GO:0008815
citryl-CoA lyase activity	GO:0008816
cob(I)alamin adenosyltransferase activity	GO:0008817
cobalamin [5'-phosphate] synthase activity	GO:0008818
cobinamide kinase activity	GO:0008819
cobinamide phosphate guanylyltransferase activity	GO:0008820
crossover junction endoribonuclease activity	GO:0008821
crotonobetaine/carnitine-CoA ligase activity	GO:0008822
cupric reductase activity	GO:0008823
cyanate lyase activity	GO:0008824
cyclopropane-fatty-acyl-phospholipid synthase activity	GO:0008825
cysteine sulfinate desulfinase activity	GO:0008826
cytochrome o ubiquinol oxidase activity	GO:0008827
dATP pyrophosphohydrolase activity	GO:0008828
dCTP deaminase activity	GO:0008829
dTDP-4-dehydrorhamnose 3\,5-epimerase activity	GO:0008830
dTDP-4-dehydrorhamnose reductase activity	GO:0008831
deoxyguanosinetriphosphate triphosphohydrolase activity	GO:0008832
deoxyribonuclease IV (phage T4-induced) activity	GO:0008833
di-trans-poly-cis-decaprenylcistransferase activity	GO:0008834
diaminohydroxyphosphoribosylaminopyrimidine deaminase activity	GO:0008835
diaminopimelate decarboxylase activity	GO:0008836
diaminopimelate epimerase activity	GO:0008837
diaminopropionate ammonia-lyase activity	GO:0008838
dihydrodipicolinate reductase activity	GO:0008839
dihydrodipicolinate synthase activity	GO:0008840
dihydrofolate synthase activity	GO:0008841
diphosphate-purine nucleoside kinase activity	GO:0008842
endochitinase activity	GO:0008843
endodeoxyribonuclease RUS activity	GO:0008844
endonuclease VIII activity	GO:0008845
endopeptidase La activity	GO:0008846
enterobacter ribonuclease activity	GO:0008847
enterochelin esterase activity	GO:0008849
ethanolamine ammonia-lyase activity	GO:0008851
exodeoxyribonuclease I activity	GO:0008852
exodeoxyribonuclease III activity	GO:0008853
exodeoxyribonuclease V activity	GO:0008854
exodeoxyribonuclease VII activity	GO:0008855
exodeoxyribonuclease X activity	GO:0008856
exonuclease IX activity	GO:0008857
exonuclease VIII activity	GO:0008858
exoribonuclease II activity	GO:0008859
ferredoxin-NAD reductase activity	GO:0008860
formate C-acetyltransferase activity	GO:0008861
formate acetyltransferase activating enzyme activity	GO:0008862
formate dehydrogenase activity	GO:0008863
formyltetrahydrofolate deformylase activity	GO:0008864
fructokinase activity	GO:0008865
fructuronate reductase activity	GO:0008866
galactarate dehydratase activity	GO:0008867
galactitol-1-phosphate 5-dehydrogenase activity	GO:0008868
galactonate dehydratase activity	GO:0008869
galactoside O-acetyltransferase activity	GO:0008870
gentamicin 2''-nucleotidyltransferase activity	GO:0008871
glucarate dehydratase activity	GO:0008872
gluconate 2-dehydrogenase activity	GO:0008873
gluconate 5-dehydrogenase activity	GO:0008874
gluconate dehydrogenase activity	GO:0008875
glucose dehydrogenase (pyrroloquinoline-quinone) activity	GO:0008876
glucose-1-phosphatase activity	GO:0008877
glucose-1-phosphate adenylyltransferase activity	GO:0008878
glucose-1-phosphate thymidylyltransferase activity	GO:0008879
glucuronate isomerase activity	GO:0008880
glutamate racemase activity	GO:0008881
glutamate-ammonia-ligase adenylyltransferase activity	GO:0008882
glutamyl tRNA reductase activity	GO:0008883
glutathionylspermidine amidase activity	GO:0008884
glutathionylspermidine synthase activity	GO:0008885
glyceraldehyde-3-phosphate dehydrogenase (NADP+) activity	GO:0008886
glycerate kinase activity	GO:0008887
glycerol dehydrogenase activity	GO:0008888
glycerophosphodiester phosphodiesterase activity	GO:0008889
glycine C-acetyltransferase activity	GO:0008890
glycolate oxidase activity	GO:0008891
guanine deaminase activity	GO:0008892
guanosine-3'\,5'-bis(diphosphate) 3'-pyrophosphohydrolase activity	GO:0008893
guanosine-5'-triphosphate\,3'-diphosphate pyrophosphatase activity	GO:0008894
