chip_vendor	chip_type	create_date	genome-species	genome-version	netaffx-annotation-netaffx-build	probeset_id	gene_symbol	gene_desc	chr_location	strand	refseq_accn
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	203986_at	FAM47E|FAM47E-STBD1|STBD1	family with sequence similarity 47, member E|FAM47E-STBD1 readthrough|starch binding domain 1	chr4q /// chr4q21.1	-	NP_001130042|NP_001229865|NP_001229868|NP_003934
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	203987_at	FZD6	frizzled family receptor 6	chr8q22.3-q23.1	-	NP_001158087|NP_001158088|NP_003497
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	203988_s_at	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	chr14q24.3	-	NP_004471|NP_835368|NP_835369
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	203989_x_at	F2R	coagulation factor II (thrombin) receptor	chr5q13	-	NP_001983
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	203990_s_at	KDM6A	lysine (K)-specific demethylase 6A	chrXp11.2	-	NP_066963
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	203991_s_at	KDM6A	lysine (K)-specific demethylase 6A	chrXp11.2	-	NP_066963
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	203992_s_at	KDM6A	lysine (K)-specific demethylase 6A	chrXp11.2	-	NP_066963
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	203993_x_at	C21orf2	Chromosome 21 open reading frame 2	chr21q22.3	-	NP_004919
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	203994_s_at	C21orf2	chromosome 21 open reading frame 2	chr21q22.3	-	NP_004919
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	203995_at	C21orf2	chromosome 21 open reading frame 2	chr21q22.3	-	NP_004919
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	203996_s_at	C21orf2	chromosome 21 open reading frame 2	chr21q22.3	-	NP_004919
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	203997_at	PTPN3	protein tyrosine phosphatase, non-receptor type 3	chr9q31	-	NP_001138840|NP_001138841|NP_001138842|NP_001138843|NP_001138844|NP_002820
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	203998_s_at	SYT1	synaptotagmin I	chr12cen-q21	-	NP_001129277|NP_001129278|NP_005630
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	203999_at	SYT1	synaptotagmin I	chr12cen-q21	-	NP_001129277|NP_001129278|NP_005630
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204000_at	GNB5	guanine nucleotide binding protein (G protein), beta 5	chr15q21.2	-	NP_006569|NP_057278
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204001_at	SNAPC3	small nuclear RNA activating complex, polypeptide 3, 50kDa	chr9p22.3	-	NP_001034786
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204002_s_at	ICA1	islet cell autoantigen 1, 69kDa	chr7p22	-	NP_001129492|NP_004959|NP_071682
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204003_s_at	NUPL2	nucleoporin like 2	chr7p15	-	NP_031368
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204004_at	PAWR	PRKC, apoptosis, WT1, regulator	chr12q21	-	NP_002574
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204005_s_at	PAWR	PRKC, apoptosis, WT1, regulator	chr12q21	-	NP_002574
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204006_s_at	FCGR3A|FCGR3B	Fc fragment of IgG, low affinity IIIa, receptor (CD16a)|Fc fragment of IgG, low affinity IIIb, receptor (CD16b)	chr1q23	-	NP_000560|NP_000561|NP_001121064|NP_001121065|NP_001121067|NP_001121068|NP_001231682|XP_003403761
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204007_at	FCGR3B	Fc fragment of IgG, low affinity IIIb, receptor (CD16b)	chr1q23	-	NP_000561|NP_001231682
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204008_at	DNAL4	dynein, axonemal, light chain 4	chr22q13.1	-	NP_005731
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204009_s_at	KRAS	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	chr12p12.1	-	NP_004976|NP_203524
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204010_s_at	KRAS	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	chr12p12.1	-	NP_004976|NP_203524
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204011_at	SPRY2	sprouty homolog 2 (Drosophila)	chr13q31.1	-	NP_005833
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204012_s_at	LCMT2	leucine carboxyl methyltransferase 2	chr15q15.3	-	NP_055608
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204013_s_at	LCMT2	leucine carboxyl methyltransferase 2	chr15q15.3	-	NP_055608
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204014_at	DUSP4	dual specificity phosphatase 4	chr8p12-p11	-	NP_001385|NP_476499
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204015_s_at	DUSP4	dual specificity phosphatase 4	chr8p12-p11	-	NP_001385|NP_476499
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204016_at	LARS2	leucyl-tRNA synthetase 2, mitochondrial	chr3p21.3	-	NP_056155
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204017_at	KDELR3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	chr22q13.1	-	NP_006846|NP_057839
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204018_x_at	HBA1|HBA2	hemoglobin, alpha 1|hemoglobin, alpha 2	chr16p13.3	-	NP_000508|NP_000549
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204019_s_at	SH3YL1	SH3 domain containing, Ysc84-like 1 (S. cerevisiae)	chr2p25.3	-	NP_001153069|NP_056492
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204020_at	PURA	purine-rich element binding protein A	chr5q31	-	NP_005850
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204021_s_at	PURA	purine-rich element binding protein A	chr5q31	-	NP_005850
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204022_at	WWP2	WW domain containing E3 ubiquitin protein ligase 2	chr16q22.1	-	NP_001257382|NP_001257383|NP_001257384|NP_008945|NP_955455|NP_955456
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204023_at	RFC4	replication factor C (activator 1) 4, 37kDa	chr3q27	-	NP_002907|NP_853551
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204024_at	OSGIN2	oxidative stress induced growth inhibitor family member 2	chr8q21	-	NP_001119583|NP_004328
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204025_s_at	PDCD2	programmed cell death 2	chr6q27	-	NP_001186390|NP_001186391|NP_001186392|NP_001186393|NP_002589|NP_659005
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204026_s_at	ZWINT	ZW10 interactor	chr10q21-q22	-	NP_001005413|NP_008988|NP_127490
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204027_s_at	METTL1	methyltransferase like 1	chr12q13	-	NP_005362|NP_075422
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204028_s_at	RABGAP1	RAB GTPase activating protein 1	chr9q34.11	-	NP_036329
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204029_at	CELSR2	cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)	chr1p21	-	NP_001399
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204030_s_at	IQCJ-SCHIP1|SCHIP1	IQCJ-SCHIP1 readthrough|schwannomin interacting protein 1	chr3q25.32-q25.33	-	NP_001184036|NP_001184037|NP_001184038|NP_001184042|NP_001184043|NP_055390
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204031_s_at	PCBP2	poly(rC) binding protein 2	chr12q13.12-q13.13	-	NP_001092090|NP_001122383|NP_001122384|NP_001122385|NP_001122386|NP_005007|NP_114366
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204032_at	BCAR3	breast cancer anti-estrogen resistance 3	chr1p22.1	-	NP_001248337|NP_001248338|NP_001248339|NP_003558
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204033_at	TRIP13	thyroid hormone receptor interactor 13	chr5p15.33	-	NP_001159732|NP_004228
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204034_at	ETHE1	ethylmalonic encephalopathy 1	chr19q13.31	-	NP_055112
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204035_at	SCG2	secretogranin II	chr2q35-q36	-	NP_003460
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204036_at	LPAR1	lysophosphatidic acid receptor 1	chr9q31.3	-	NP_001392|NP_476500
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204037_at	LPAR1	lysophosphatidic acid receptor 1	chr9q31.3	-	NP_001392|NP_476500
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204038_s_at	LPAR1	lysophosphatidic acid receptor 1	chr9q31.3	-	NP_001392|NP_476500
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204039_at	CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	chr19q13.1	-	NP_004355
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204040_at	RNF144A	ring finger protein 144A	chr2p25.2	-	NP_055561
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204041_at	MAOB	monoamine oxidase B	chrXp11.23	-	NP_000889
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204042_at	WASF3	WAS protein family, member 3	chr13q12	-	NP_006637
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204043_at	TCN2	transcobalamin II	chr22q12.2	-	NP_000346|NP_001171655
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204044_at	QPRT	quinolinate phosphoribosyltransferase	chr16p11.2	-	NP_055113
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204045_at	TCEAL1	transcription elongation factor A (SII)-like 1	chrXq22.1	-	NP_001006640|NP_001006641|NP_004771
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204046_at	PLCB2	phospholipase C, beta 2	chr15q15	-	NP_004564
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204047_s_at	PHACTR2	phosphatase and actin regulator 2	chr6q24.2	-	NP_001093634|NP_001093635|NP_001093636|NP_055536
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204048_s_at	PHACTR2	phosphatase and actin regulator 2	chr6q24.2	-	NP_001093634|NP_001093635|NP_001093636|NP_055536
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204049_s_at	PHACTR2	phosphatase and actin regulator 2	chr6q24.2	-	NP_001093634|NP_001093635|NP_001093636|NP_055536
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204050_s_at	CLTA	clathrin, light chain A	chr9p13	-	NP_001070145|NP_001171689|NP_001171690|NP_001171691|NP_001824|NP_009027
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204051_s_at	SFRP4	secreted frizzled-related protein 4	chr7p14.1	-	NP_003005
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204052_s_at	SFRP4	secreted frizzled-related protein 4	chr7p14.1	-	NP_003005
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204053_x_at	PTEN	phosphatase and tensin homolog	chr10q23.3	-	NP_000305
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204054_at	PTEN	phosphatase and tensin homolog	chr10q23.3	-	NP_000305
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204055_s_at	CTAGE5	CTAGE family, member 5	chr14q13.3	-	NP_001234917|NP_001234918|NP_001234919|NP_005921|NP_976229|NP_976230|NP_976231
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204056_s_at	MVK	mevalonate kinase	chr12q24	-	NP_000422|NP_001107657
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204057_at	IRF8	interferon regulatory factor 8	chr16q24.1	-	NP_002154
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204058_at	ME1	malic enzyme 1, NADP(+)-dependent, cytosolic	chr6q12	-	NP_002386
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204059_s_at	ME1	malic enzyme 1, NADP(+)-dependent, cytosolic	chr6q12	-	NP_002386
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204060_s_at	PRKX|PRKY	protein kinase, X-linked|protein kinase, Y-linked, pseudogene	chrXp22.3 /// chrYp11.2	-	NP_005035
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204061_at	PRKX	protein kinase, X-linked	chrXp22.3	-	NP_005035
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204062_s_at	ULK2	unc-51-like kinase 2 (C. elegans)	chr17p11.2	-	NP_001136082|NP_055498
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204063_s_at	ULK2	unc-51-like kinase 2 (C. elegans)	chr17p11.2	-	NP_001136082|NP_055498
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204064_at	THOC1	THO complex 1	chr18p11.32	-	NP_005122
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204065_at	CHST10	carbohydrate sulfotransferase 10	chr2q11.2	-	NP_004845
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204066_s_at	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	chr2q37	-	NP_001032208|NP_001231817|NP_055729
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204067_at	SUOX	sulfite oxidase	chr12q13.2	-	NP_000447|NP_001027558|NP_001027559
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204068_at	STK3	serine/threonine kinase 3	chr8q22.2	-	NP_001243241|NP_001243242|NP_006272
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204069_at	MEIS1	Meis homeobox 1	chr2p14	-	NP_002389
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204070_at	RARRES3	retinoic acid receptor responder (tazarotene induced) 3	chr11q23	-	NP_004576
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204071_s_at	TOPORS	topoisomerase I binding, arginine/serine-rich, E3 ubiquitin protein ligase	chr9p21	-	NP_001182551|NP_005793
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204072_s_at	FRY	furry homolog (Drosophila)	chr13q13.1	-	NP_075463
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204073_s_at	C11orf9	chromosome 11 open reading frame 9	chr11q12-q13.1	-	NP_001120864|NP_037411
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204074_s_at	CEP104	centrosomal protein 104kDa	chr1p36.32	-	NP_055519
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204075_s_at	CEP104	centrosomal protein 104kDa	chr1p36.32	-	NP_055519
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204076_at	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4	chr8p21.3	-	NP_001122402|NP_004892
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204077_x_at	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4	chr8p21.3	-	NP_001122402|NP_004892
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204078_at	LEPREL4	leprecan-like 4	chr17q21.2	-	NP_006446
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204079_at	TPST2	tyrosylprotein sulfotransferase 2	chr22q12.1	-	NP_001008566|NP_003586
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204080_at	TOE1	target of EGR1, member 1 (nuclear)	chr1p33	-	NP_079353
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204081_at	NRGN	neurogranin (protein kinase C substrate, RC3)	chr11q24	-	NP_001119653|NP_006167
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204082_at	PBX3	pre-B-cell leukemia homeobox 3	chr9q33.3	-	NP_001128250|NP_006186
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204083_s_at	TPM2	tropomyosin 2 (beta)	chr9p13	-	NP_003280|NP_998839
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204084_s_at	CLN5	ceroid-lipofuscinosis, neuronal 5	chr13q21.1-q32	-	NP_006484
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204085_s_at	CLN5	ceroid-lipofuscinosis, neuronal 5	chr13q21.1-q32	-	NP_006484
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204086_at	PRAME	preferentially expressed antigen in melanoma	chr22q11.22	-	NP_006106|NP_996836|NP_996837|NP_996838|NP_996839
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204087_s_at	SLC5A6	solute carrier family 5 (sodium-dependent vitamin transporter), member 6	chr2p23	-	NP_066918
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204088_at	P2RX4	purinergic receptor P2X, ligand-gated ion channel, 4	chr12q24.32	-	NP_001243725|NP_001248326|NP_001248327|NP_002551
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204089_x_at	MAP3K4	mitogen-activated protein kinase kinase kinase 4	chr6q26	-	NP_005913|NP_006715
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204090_at	STK19	serine/threonine kinase 19	chr6p21.3	-	NP_004188|NP_115830
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204091_at	PDE6D	phosphodiesterase 6D, cGMP-specific, rod, delta	chr2q35-q36	-	NP_002592
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204092_s_at	AURKA	aurora kinase A	chr20q13	-	NP_003591|NP_940835|NP_940836|NP_940837|NP_940838|NP_940839
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204093_at	CCNH	cyclin H	chr5q13.3-q14	-	NP_001186118|NP_001230
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204094_s_at	TSC22D2	TSC22 domain family, member 2	chr3q25.1	-	NP_055594
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204095_s_at	ELL	elongation factor RNA polymerase II	chr19p13.1	-	NP_006523
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204096_s_at	ELL	elongation factor RNA polymerase II	chr19p13.1	-	NP_006523
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204097_s_at	RBMX2	RNA binding motif protein, X-linked 2	chrXq26.1	-	NP_057108
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204098_at	RBMX2	RNA binding motif protein, X-linked 2	chrXq26.1	-	NP_057108
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204099_at	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	chr7q35-q36	-	NP_001003801|NP_001003802|NP_003069
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204100_at	THRA	thyroid hormone receptor, alpha	chr17q11.2	-	NP_001177847|NP_001177848|NP_003241|NP_955366
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204101_at	MTM1	myotubularin 1	chrXq28	-	NP_000243
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204102_s_at	EEF2	eukaryotic translation elongation factor 2	chr19pter-q12	-	NP_001952
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204103_at	CCL4	chemokine (C-C motif) ligand 4	chr17q12	-	NP_002975
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204104_at	SNAPC2	small nuclear RNA activating complex, polypeptide 2, 45kDa	chr19p13	-	NP_003074
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204105_s_at	NRCAM	neuronal cell adhesion molecule	chr7q31	-	NP_001032209|NP_001180511|NP_001180512|NP_001180513|NP_005001
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204106_at	TESK1	testis-specific kinase 1	chr9p13	-	NP_006276
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204107_at	NFYA	nuclear transcription factor Y, alpha	chr6p21.3	-	NP_002496|NP_068351
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204108_at	NFYA	nuclear transcription factor Y, alpha	chr6p21.3	-	NP_002496|NP_068351
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204109_s_at	NFYA	nuclear transcription factor Y, alpha	chr6p21.3	-	NP_002496|NP_068351
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204110_at	HNMT	histamine N-methyltransferase	chr2q22.1	-	NP_001019245|NP_001019246|NP_008826
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204111_at	HNMT	histamine N-methyltransferase	chr2q22.1	-	NP_001019245|NP_001019246|NP_008826
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204112_s_at	HNMT	histamine N-methyltransferase	chr2q22.1	-	NP_001019245|NP_001019246|NP_008826
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204113_at	CELF1	CUGBP, Elav-like family member 1	chr11p11	-	NP_001020767|NP_001166110|NP_001166111|NP_006551|NP_941989
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204114_at	NID2	nidogen 2 (osteonidogen)	chr14q22.1	-	NP_031387
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204115_at	GNG11	guanine nucleotide binding protein (G protein), gamma 11	chr7q21	-	NP_004117
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204116_at	IL2RG	interleukin 2 receptor, gamma	chrXq13.1	-	NP_000197
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204117_at	PREP	prolyl endopeptidase	chr6q22	-	NP_002717
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	204118_at	CD48	CD48 molecule	chr1q21.3-q22	-	NP_001242959|NP_001769
