CloneID	Ch	Start	End	Gene	BxPC-3_vs_humd	DanG_vs_humd	HPAC_vs_humd	HUP-T4_vs_humd	PA-8902_vs_humd	Panc1_vs_humd	SU86.86_vs_humd
A_23_P210224	2	27084348	27084468	DPY5_HUMAN	-0.162664985	0.686231375	0.74692265	0.126623352	0.231889364	0.302051692	0.289642135
A_23_P131683	2	27160384	27160504	MAPRE3	-0.22106377	0.319536792	-0.066945665	-0.088408664	0.030521377	0.088140074	0.187144054
A_23_P143074	2	27175438	27175558	FLJ20254	-0.080044211	0.009250849		-0.09914309	-0.158170397	-0.056778753	-0.112320139
A_23_P154466	2	27193730	27193850	FLJ21839	0.056706213	0.281881308	-0.563103817	0.0252339	-0.061767707	-0.26803618	0.136740381
A_23_P165848	2	27220657	27220777	EMILIN1		0.060122547	0.337937177	-0.106540417	-0.012780668	0.002905648	0.36531833
A_23_P210235	2	27235090	27235210	KHK	-0.288303683	0.380878343		0.073462999	0.118894837	0.048508209	0.127493176
A_23_P403445	2	27235553	27235673	CGREF1	-0.151800751	0.208013766	-0.04660116	-0.136086339		0.014269747	0.190894435
A_23_P17242	2	27265206	27265326	ABHD1	-0.302405984	0.265572776	0.109521824	-0.015785203	0.108496536	-0.030526119	0.183121596
A_23_P91111	2	27265330	27265450	PREB	-0.230565066	0.006170367	-0.189232153	-0.073345093		-0.0589718	0.090423393
A_23_P351328	2	27271662	27271782	MGC44505	-0.059431952	0.4026952	-0.233795219	0.147875013	0.247919097	-0.012893256	-0.003376766
A_23_P102508	2	27334642	27334762	SLC5A6	-0.277788551			0.041161957	-0.104545411	0.071823344	0.036534816
A_23_P28649	2	27351003	27351123	C2orf28	-0.290534111	0.467927624				0.077548765	
A_23_P40044	2	27378145	27378265	CAD	-0.246640939	0.137477693	0.120912889	-0.120503806	-0.05223815	-0.001822001	0.11733783
A_23_P302568	2	27389138	27389258	SLC30A3	-0.194810627	0.386960353	0.345125091	-0.110622759	0.540635163	0.170215621	
A_23_P120311	2	27392693	27392813	SLC30A3	-0.568828829	0.116821954	0.184866713	-0.115222738	-0.037900008	0.064388445	-0.052786744
A_23_P417921	2	27415801	27415921	DNAJC5G	-0.142572133	0.232179785		-0.0508493	0.173888575	-0.10936543	0.010505161
A_23_P210247	2	27441714	27441834	RNF30	-0.060947453	0.323235941	0.136755839	-0.021432874	0.24337335	0.054656352	0.561255621
A_23_P131695	2	27441957	27442077	UCN	0.250102066	-0.009836292		-0.035401371	0.094982231	-0.119058863	0.425490636
A_23_P143084	2	27444385	27444505	MPV17	-0.232923052	0.524814205		0.137591085	0.384484782	0.174941953	0.230823013
A_23_P169887	2	27460511	27460631	GTF3C2	-0.298195982	0.462982241	-0.392417846	0.154793549	0.236470305	-0.048162729	0.203895899
A_23_P154056	2	27499180	27499300	EIF2B4	-0.339381478	0.161257753	-0.102244034	-0.057519423	-0.075155256	-0.098833781	-0.053434927
A_23_P28233	2	27510560	27510680	SNX17	0.103584713	0.433558353	0.354786014	0.036134874	0.26159848	0.141646284	0.094561086
A_23_P142671	2	27512284	27512404	ZNF513	-0.335275163	0.305846371	0.166633504	0.011117136	-0.031189488	-0.073422564	0.194286295
A_23_P209471	2	27515743	27515863	PPM1G	-0.323717005	0.674101992		0.204326345	0.390048674	0.215483334	0.274062389
A_23_P5435	2	27578464	27578584	KRTCAP3	-0.017984816	0.251390335	-0.243518301		0.146314001	-0.023528207	
A_23_P16834	2	27626853	27626973	FNDC4	-0.087211312	0.249251568		0.089907363		0.028357545	0.283420581
A_23_P119882	2	27658064	27658184	GCKR	-0.14272639	0.173075066	-0.272986117	-0.350646018	-0.01721057	-0.070516195	0.092585373
A_23_P39950	2	27716635	27716755	C2orf16	-0.170579712	0.357487321	-0.569155845	-0.115733962	-0.095826634	0.040770264	0.142127439
A_23_P391164	2	27756957	27757077	ZNF512	-0.103379945	0.476531644	0.388481859	-0.07304905	-0.043574432	0.121144054	0.203995766
A_23_P28550	2	27757260	27757380	ZNF512	-0.112885006	0.338611143		-0.067235523		0.190169206	0.311403197
A_23_P5742	2	27760289	27760409	FLJ13646	0.366140509	0.118571194	-0.317637156	-0.445659375	-0.360059957	0.17137403	0.14538086
A_23_P17144	2	27785124	27785244	XAB1	-0.031998136	0.349516716		-0.048520324	0.026101847	0.012696339	0.434421968
A_23_P210091	2	27787584	27787704	STAF65(gamma)	-0.112163869	0.437621268	0.321232529	-0.11638272	-0.06923547	0.144683749	0.501071854
A_23_P9523	2	27916075	27916195	RBKS	-0.199137547	-0.185517493	-0.704851229	-0.332409653	1.342543256	-0.30842788	0.220655464
A_23_P345581	2	28546737	28546857	FOSL2	-0.200868064	-0.35441452	-0.091285897	-0.280306643	-0.323662235	-0.140679995	0.011652983
A_23_P218553	2	28547066	28547186	FOSL2		0.062730615			0.460873811	-0.252108236	0.132113381
A_23_P348121	2	28548765	28548885	FOSL2	-0.335259648	-0.116104952	-0.070202987	-0.30762471	-0.126498335	0.002743691	0.297758337
A_23_P343671	2	28550697	28550817		-0.378563735	-0.049906514	-0.438172752	-0.111232695	-0.135198445	0.040322412	0.368732665
A_23_P56356	2	28777636	28777756	Q96DP9	-0.14370115	0.180291432	0.228526554	-0.016707273	-0.031105004	0.093363016	0.329837858
A_23_P83414	2	28934362	28934482	PPP1CB	-0.189713064	0.021726312	0.333623753	0.007933235	0.088511838	0.039623936	0.159913716
A_23_P259823	2	28999518	28999638	FLJ20628	-0.323624145		-0.147175896	-0.018061705	0.035952259	-0.099229846	0.219347778
A_23_P209232	2	29318196	29318316	FLJ21069	-0.22106651	-0.03982499	0.262081779	-0.151618931	-0.030079845	0.052070039	0.221197668
A_23_P10091	2	29327221	29327341		-0.192213315	0.009953089		-0.146903985		0.052481721	0.250929089
A_23_P324304	2	29327531	29327651	ALK	-0.197912876	-0.026635303	-0.16253717	-0.165301297	-0.243577155	0.078232826	0.405630641
A_23_P108835	2	30294718	30294838	YPEL5	-0.433411377	0.274582752		0.207651519	0.159707618	0.175436243	0.18666187
A_23_P120227	2	30394061	30394181	LBH	-0.237088529	-0.082528192	0.283449802	-0.224748074	-0.158875255	-0.075480521	0.108241026
A_23_P108390	2	30774821	30774941	ALCAT1	-0.119053827	-0.386220188		-0.150914333	-0.270912004	-0.033683292	-0.212765007
A_23_P101972	2	30857358	30857478	CAPN13	0.045648401	-0.05588925	0.448487862	-0.256016048	-0.191509087	0.029597843	0.339727178
A_23_P67847	2	31044960	31045080	GALNT14	-0.108307898	-0.070720452	0.453032878	-0.172978034	-0.19326283	-0.002318745	0.03625055
A_23_P79251	2	31402159	31402279	EHD3	-0.346598078	0.105446972	0.410186501	0.436579637	0.267023548	-0.081259589	0.324552579
A_23_P39590	2	31475783	31475903	XDH	-0.275751746	0.063789488	0.536731834	0.11228566	0.041396116	0.082942253	0.188591394
A_23_P28186	2	31661467	31661587	SRD5A2	-0.120057472	-0.101157386	0.179755182	-0.069209731	-0.140226679	-0.041522781	0.020788177
A_23_P209356	2	32291561	32291681	SPG4	-0.21150103	-0.067661834	0.090179077		0.016857885	-0.033556216	0.248414979
A_23_P119835	2	32361293	32361413	CARD12	0.056891235	0.182476503	0.284239331		0.112155489	0.028670287	0.191736658
A_23_P424072	2	32443126	32443246	MGC11061	-0.405635672	0.016052354	-0.065510892	-0.109914137	0.020619656	0.009759088	0.068593849
A_23_P154011	2	32443244	32443364	Q9BSR8	-0.039652259	-0.025103645		-0.113068447	0.058459312	0.011645324	0.324509673
A_23_P142614	2	32754500	32754620	BIRC6	-0.119423919	0.464994403					0.362107955
A_23_P131227	2	32954154	32954274	FLJ20272	0.039226155	0.044052898	0.4127648	-0.270129786	-0.092008127	0.171806911	0.303185996
A_23_P43810	2	33535426	33535546	LTBP1	-0.166554259	0.277018444	0.558146713	0.032889361	-0.014914113	0.284847435	0.396798968
A_23_P209544	2	33699481	33699601	RASGRP3	-0.185348582	0.275972944	-0.215798009	0.185242086	0.133226033	-0.155057353	0.030316911
A_23_P51105	2	36688152	36688272	CRIM1	-0.376625458	-0.019804814			0.395587287	-0.172762513	0.069282349
A_23_P39718	2	36691294	36691414	FEZ2	-0.675135619	-1.62438467	-0.61939895	-0.360468005	-1.147020531	-0.187306713	-0.22558575
A_23_P56578	2	36953356	36953476	VIT	-0.10359591	-0.071993152		-0.195317535	0.110624714	-0.031605649	
A_23_P165521	2	36988158	36988278	STRN	-0.21262468	-0.152902213	-0.124107451	-0.189140078	0.017287927	-0.137097657	0.24662525
A_23_P142750	2	37247976	37248096	PRKR	-0.249931146	0.145254013	0.217845173	-0.104634541	-0.018526208	0.132283519	0.191007085
A_23_P119964	2	37341532	37341652	CEBPZ	-0.198214897	0.219189601	-0.283124473	0.431150236	0.583701286	-0.245185769	0.135455424
A_23_P28318	2	37387066	37387186	PRO1853	-0.134167641	0.151304408	0.299319069	-0.027137372	0.070004376	0.102576138	0.155867426
A_23_P108574	2	37391994	37392114	PRKCN	-0.359917083	0.210253269	-0.082062539	0.091585838	0.230898701	-0.051106905	0.12317304
A_23_P209636	2	37783627	37783747	CDC42EP3	-0.297951777	0.297986689	0.433397756	-0.026412618	0.261540672	0.068222103	0.317736163
A_23_P102160	2	38156067	38156187	FLJ32954	-0.207405645						0.211312543
A_23_P209625	2	38207034	38207154	CYP1B1	-0.504054402	0.423425904		0.200502075	0.364846125	0.309684745	-0.04272732
A_23_P209619	2	38433787	38433907		-0.593006297	-0.042858739	-0.150126328	-0.15625638	-0.151720183	0.109573623	0.318317534
A_23_P415015	2	38435149	38435269	ARL6IP2	-0.101714073	-0.196424551	-0.024624986	-0.275295224	-0.229979791	0.06674963	0.141536753
A_23_P51100	2	38702912	38703032	LOC92906	-0.175617149	-0.080234412		-0.115786264		-0.017741699	0.273672226
A_23_P67971	2	38872734	38872854	GALM	-0.355818179	0.311308626	0.803759963	0.047841526	0.131355677	0.321362291	0.278604417
A_23_P39704	2	38886794	38886914	SFRS7		0.307828452				0.256217229	
A_23_P56567	2	38920570	38920690	GEMIN6	-0.055479259					-0.244184454	0.193298755
A_23_P16904	2	38936645	38936765	DHX57	-0.244201342	-0.034269566	0.080372248	-0.056994314	0.009134744	-0.047289951	0.222925796
A_23_P209607	2	39123706	39123826		-0.28427035	-0.1088599		0.03418358	0.235128124	0.358719418	0.150026094
A_23_P343808	2	39124861	39124981	SOS1	-0.235920425	0.008811895	0.200635619	-0.169509	-0.217544138	0.246454395	0.032946538
A_23_P142738	2	39856096	39856216	MGC33926	-0.145942277	0.228268067	0.501617085	-0.031953068	0.047649559	0.15652638	0.279215518
A_23_P131348	2	39875455	39875575	THUMPD2	-0.245039433	0.209466272	0.221035774		0.034785203	0.164855537	0.195618599
A_23_P165896	2	42469291	42469411	EML4	-0.263038893	-0.178198917	0.023161655	-0.077211974		-0.018449094	0.15900346
A_23_P143127	2	42471162	42471282	EML4	-0.282801496	-0.245517377	-0.338903183	-0.249134859	-0.335260368	0.050642931	0.141078811
A_23_P210343	2	42489773	42489893	COX7A2L	-0.408963184	-0.143965898		-0.202289016	0.015768859	-0.021397844	0.056850663
A_23_P17301	2	42583226	42583346	KCNG3	0.063771277	-0.002969856	0.070752204	-0.088692468	-0.016913105	0.101547796	0.167622799
A_23_P154522	2	42846699	42846819	MTA3	-0.152696268	-0.096294021	0.025553851	-0.156244055	-0.110123398	0.08665961	0.259209918
A_23_P336034	2	42902509	42902629	OXER1	-0.138985762	-0.340137823	-0.631078022			-0.155130224	-0.146424717
A_23_P101960	2	43362746	43362866	ZFP36L2	0.216160727	-0.053097234	-0.123534071	-0.302089047	-0.078654846	-0.066382178	0.375388993
A_23_P348911	2	43366614	43366734	Q8N5G4	-0.316020913	-0.052871082	-0.109654289		0.100160305	-0.187682589	0.098741929
A_23_P79168	2	43948600	43948720	D2LIC	-0.086373889	0.105120775	0.056533646		-0.046867917	0.127011487	0.215555649
A_23_P119763	2	43951646	43951766	ABCG5	-0.355820445	-0.436288711	-0.68065259	-0.4102119	-0.091687961	-0.191551798	0.179216459
A_23_P209251	2	44018588	44018708		-0.066353446	0.0554405	-0.010956476	-0.065240308	-0.020124911	0.054800243	
A_23_P5318	2	44027133	44027253	LRPPRC	0.318960696	0.201994239		-0.00576665	0.037054911	0.295249293	0.165781369
A_23_P209269	2	44369979	44370099	PPM1B	-0.225390993	0.003458064	0.2447582	-0.075081726	0.011456304	0.138605197	0.16367614
A_23_P360949	2	44459238	44459358	SLC3A1	-0.127588352	0.022624642	0.202580785	-0.310049947	-0.007914647	0.243887114	0.301788062
A_23_P165325	2	44462084	44462204	KIAA0436	-0.154939186	-0.141893987		-0.312734587	-0.263440693	0.154442529	0.21060466
A_23_P113294	2	44678546	44678666	FLJ23451	-0.301990758	0.164611544				0.273709158	0.2498123
A_23_P153937	2	44911054	44911174	FLJ23451	-0.31689148	0.169004339	0.523170652	0.024922738	-0.069319661	0.180029929	0.30537584
A_23_P16714	2	45083863	45083983	SIX3	-0.291057076	-0.280430418	-0.477220478	-0.295331106	-0.290077739	-0.342992189	-0.176951693
A_23_P149249	2	45135441	45135561		0.04404974	0.081450079	-0.326354972		-0.147450455	-0.015305651	0.078501454
A_23_P28120	2	45144852	45144972	SIX2	-0.132502164	0.165201229		0.002259341	-0.092620214	-0.061549628	0.035063227
A_23_P39517	2	45527693	45527813	FLJ10379	-0.275628412	-0.005377383	0.193296569	-0.178181403	-0.001566905	0.11765101	0.108545832
A_23_P348194	2	46323538	46323658	PRKCE	-0.063190132	0.587030435	0.083338971	0.720076586	0.347914348	0.032855396	0.101620834
A_23_P250564	2	46326326	46326446	PRKCE	-0.86867579	0.085192732	-0.253219172			-0.068704053	0.109488051
A_23_P210210	2	46525256	46525376	EPAS1	-0.224613502	-0.103341604	-0.145601285	-0.284733062	-0.173348414	0.024961272	0.053447444
A_23_P154442	2	46546624	46546744		-0.126387561	-0.007744139	0.488738241	-0.222464557	-0.143184219	0.169525479	0.378012697
A_23_P143044	2	46650603	46650723	ATP6V1E2	-0.451947621	0.082261672	0.27190021	-0.0225188	0.034807933	0.141343931	0.185182949
A_23_P131653	2	46731228	46731348	PIGF	0.112529947	0.645006191	-0.093235285		0.306217911	-0.032846011	0.221869511
A_23_P114048	2	46763294	46763414	CRIPT	0.093433477	0.060033675	0.16792491	-0.213821956	0.003587183	0.10527167	0.08380215
A_23_P120270	2	47044137	47044257	MCFD2	-0.142758058	0.113583403	0.243456331	-0.015157554	0.010764531	0.163853889	0.214595562
A_23_P136335	2	47212450	47212570	TTC7_HUMAN	-0.020478034	0.314747796		-0.139233899	0.100693613	0.168122952	0.159366465
A_23_P326170	2	47298938	47299058	CALM2	0.008750144	-0.343444833	-1.317459648		-1.443172186	-0.364336176	
A_23_P91081	2	47525484	47525604	TACSTD1	-0.233131054	-0.132807697	-0.14619928	-0.058277763	-0.154298842	-0.065071447	0.208358016
A_23_P102471	2	47621751	47621871	MSH2	-0.440631826	-0.206862898	-0.279276144	-0.519465579	-0.298166692	0.021519054	0.301003275
A_23_P108883	2	47659977	47660097	KCNK12	-0.042692104	0.229905826	0.23540507	0.058137821	0.066010579	0.049485072	0.4247251
A_23_P108614	2	47844122	47844242		-0.035742246	-0.019376611	0.096620188	0.026452045	0.068696614	0.111076997	0.168146378
A_23_P102202	2	47945509	47945629	MSH6	-0.258676265	-0.130641401		-0.351038985	-0.112957592	-0.090763714	0.064619496
A_23_P79416	2	47946243	47946363	FBXO11	-0.313656376	-0.164009673			-0.076798916	0.05037206	0.304526325
A_23_P259192	2	48513814	48513934	HTLF	-0.157263211	0.008491111	0.262227632			-0.077790468	0.045587672
A_23_P61463	2	48514075	48514195	HTLF	-0.177363471	0.125195072	0.077745031	-0.121024835	0.235487371	0.216504613	0.172091518
A_23_P90895	2	48604289	48604409	LOC129285	-0.301442214	0.077471752	-0.048986839	-0.110642		-0.028708812	0.185430881
A_23_P79488	2	48818146	48818266	SALF	-0.085158901	-0.039679689		0.035236844	0.01406208	-0.14358661	0.138402115
A_23_P102286	2	48826672	48826792	ALF	-0.312990109	-0.201144158		-0.337182152	-0.215764031	0.063811114	0.191513928
A_23_P108699	2	49102278	49102398	FSHR		0.159889165	0.693817565			0.142567104	0.044151518
A_23_P95453	2	50059192	50059312	NRXN1	-0.411735092	-0.585428107		-0.80010465	-0.284260866	-0.157775338	0.137918167
A_23_P84053	2	50059217	50059337	NRXN1	-0.158375488	-0.485867766	-0.503747757		-0.463434866	-0.212632673	0.065834533
A_23_P56827	2	53808837	53808957	ASB3	-0.14675715	-0.110918603	-0.104369171	-0.230349722	-0.290174643	0.061948272	0.025479057
A_23_P28571	2	53913725	53913845	ASB3	-0.095913826	-0.088239726	-0.072875732	-0.269910858	-0.174368366		-0.045500891
A_23_P68234	2	53992162	53992282	GPR75	-0.193503427	0.249344662	-0.076910044	0.112275712	0.385049061	-0.201861141	0.262490316
A_23_P79628	2	54004149	54004269	PSME4	-0.382890956	0.368841663	0.521491956	0.292914251	0.326836771	0.132427949	0.16992124
A_23_P91035	2	54393995	54394115	ACYP2							
A_23_P256988	2	54443589	54443709	ACYP2	-0.037943178	0.197453766	0.080979361	0.085647281	0.256788479	0.064646965	0.192527701
A_23_P108932	2	54667958	54668078	SPTBN1	-0.023017996		0.053096342	-0.100835274	-0.011063593	0.044536154	0.452511593
A_23_P102521	2	54807321	54807441	SPTBN1	-0.235265289	0.089381399	0.390269126	0.056342305		0.154806975	0.304642114
A_23_P56930	2	55113428	55113548	RTN4	-0.274527049	0.213772428		-0.008621735	0.099015218	0.206875186	0.234083647
A_23_P91131	2	55364038	55364158	FLJ31438	-0.002437985	0.021703408		0.028794915	0.238213743	-0.032284057	0.150640292
A_23_P28664	2	55434593	55434713	KIAA1212	-0.03542344		0.355615773			0.140914787	0.044342493
A_23_P17269	2	55473824	55473944	KIAA1212	-0.108270731	0.225693636	0.531785197	-0.11692562	-0.135267555	0.20495443	0.349743689
A_23_P68327	2	55683640	55683760	MGC15407	-0.21732141	0.109935625	0.057860141	-0.177977695	-0.019329532	-0.023318295	0.126645206
A_23_P5863	2	55753938	55754058	KIAA1387	-0.173209558	0.30122465	0.348143812	0.221094027		0.042396855	-0.214212554
A_23_P501007	2	56005378	56005498	EFEMP1	-0.043128382	-0.143497182	-0.715058911		-0.433494418	-0.56074017	
A_23_P131383	2	58298067	58298187	VRK2	-0.216402292	0.008094543				0.047992296	0.118765102
A_23_P119992	2	58298449	58298569	VRK2	-0.245311177	-0.136772107			0.178867798	0.040978559	0.204927932
A_23_P142774	2	58390572	58390692		-0.188790822	-0.01751055		0.530219658	0.295847587	-0.234210962	-0.154357208
A_23_P218584	2	60598026	60598146	BCL11A	-0.239312143	-0.159268607	-0.532085224	-0.19664388	-0.091522563	-0.047053122	0.114658539
A_23_P209694	2	60936828	60936948	PAPOLG	-0.134628086	0.012055638	-0.052738427	-0.049918975	0.129847321	-0.070694081	0.225915331
A_23_P56938	2	61061186	61061306	REL	-0.169672726	-0.016641822		-0.078970181	0.029947692	0.016737761	0.217424525
A_23_P373687	2	61081013	61081133	FLJ32312	-0.163147387	-0.009193641	-0.215360694	-0.037248049	-0.030698498	0.211768792	0.248688938
A_23_P257131	2	61187439	61187559	PEX13	-0.194758123	0.226990481	0.556467547	0.13041519	0.312268426	0.000450863	0.299450319
A_23_P28676	2	61421909	61422029	USP34	-0.222087599	0.050574254	-0.071412474	-0.080564562	0.025792809	0.093537125	0.369723058
A_23_P40078	2	61617426	61617546	XPO1	-0.43288047	-0.004981989		-0.136546625	-0.011685669	0.08778275	0.34399779
A_23_P102420	2	62007265	62007385	CCT4	0.103231185	-0.182607041	-0.499325989	-0.192182465	-0.4856141	-0.036647278	0.249112208
A_23_P389525	2	62139620	62139740	COMMD1	-0.067738162	0.0233998	0.247811229	-0.008338835	0.116366432	0.009208689	0.093292265
A_23_P500950	2	62363383	62363503	B3GNT1	-0.191453108	0.025422225	0.241382765	0.035426614	-0.18177928	0.162925026	0.325287635
A_23_P119753	2	63184308	63184428	EHBP1	-0.382252232	0.097790028	0.069062341	0.10296127	0.354840891	-0.025524678	0.119889426
A_23_P108362	2	63195031	63195151	OTX1	-0.042547384	-0.152904723	-0.378251205	-0.154974512	-0.022913054	-0.219356463	-0.101643703
A_23_P403284	2	63195779	63195899	OTX1	-0.151770504	0.22064292	0.410321434	0.058863639	0.428453237	0.134425697	0.192519172
A_23_P101950	2	63745827	63745947	MDH1	-0.254440262	0.129692488	0.139822561	0.07154097	0.308152924	0.042344711	0.19558161
A_23_P84169	2	64025482	64025602	UGP2	0.101153219	0.166959375	0.447880177	0.038849926	0.099421882	0.055895567	
A_23_P253046	2	64030073	64030193	UGP2	-0.423921167	-0.133635984	-0.14008941	-0.131622205	-0.103870655	0.0167035	0.285161596
A_23_P131737	2	64031975	64032095	VPS54	-0.147879285	-0.134432116		-0.092984046	0.04935324	-0.16072878	0.150496336
A_23_P120345	2	64232120	64232240	PELI1	-0.106535759	-0.198295292		-0.600818511	-0.31224921	-0.032097429	0.184269632
A_23_P430818	2	64597318	64597438	HSPC159	-0.018141461	0.028386058	-0.16804418		-0.050962264	0.082140217	0.138546233
A_23_P210330	2	64599909	64600029		-0.339700664	0.248005089	0.32926573		0.167086955	0.088533487	0.444382739
A_23_P102542	2	64731537	64731657	AFTIPHILIN	-0.266713672	0.031260053	-0.11744675	-0.149877765	0.055628792	-0.117582303	0.251792891
A_23_P56952	2	64774494	64774614	STD2_HUMAN	-0.207581938	0.165599619	-0.256432169	0.323620724	0.493593219	-0.198637503	0.226464089
A_23_P91151	2	65160028	65160148	SLC1A4	-0.173333065	-0.00908446		-0.154095646	-0.066665429	-0.004351181	0.147653528
A_23_P210327	2	65223171	65223291	BAA25508	-0.159193318	0.195219236		-0.040214514	-0.045329348	0.051021214	0.145508913
