Gene	YEW1_Control	YEW2_Control	YEW3_Control	YEW4_Treated	YEW5_Treated	YEW6_Treated
RP13-753N3.1	0	4	5	2	9	7
RP11-339A11.1	2	2	1	2	0	2
RN7SL9P	0	0	0	0	0	0
NACAD	3	0	0	0	0	0
Z98049.1	0	0	0	0	0	0
CTD-2582M21.1	2857	2896	2671	3162	2929	2839
RP11-96B2.1	3	3	2	6	2	2
CR354443.3	3	7	11	14	2	12
RP11-114M1.1	3472	3691	3089	5002	4799	4807
KIF1B	284	280	235	346	322	251
AC016629.8	0	0	0	0	0	0
MT-RNR1	1308	1277	974	1664	1416	1336
CTB-118N6.2	188	178	132	204	170	143
RP5-857K21.4	3671	3520	3056	4240	3706	3661
RP11-15D14.1	414	394	418	764	499	525
EIF3J-AS1	1	4	2	5	6	16
TFR2	244	216	170	318	278	242
LINC00959	0	0	0	0	0	0
UGT1A12P	4	20	7	8	13	10
AL365214.1	3	2	3	0	0	0
NFASC	1558	1610	1335	1493	1563	1395
CTD-2544M6.2	0	0	0	1	0	0
S100A13	1071	937	848	1469	1338	1306
AL138930.2	0	0	0	0	0	0
RP11-346D14.1	3	0	0	0	1	0
RNU6-1185P	0	0	0	2	5	0
NELFCD	2	0	0	2	1	0
RP11-16B13.1	0	0	0	0	0	0
CCNB3	2541	2187	1856	5837	5101	4415
SLC14A2	0	0	0	0	0	0
KIAA1033	0	0	0	0	0	0
RP11-227P3.1	0	0	0	0	0	0
RPS15AP7	252	241	238	292	235	175
RP11-98J9.1	0	0	0	1	0	0
CCL3	1438	1406	1256	2052	1873	1755
BTBD7P2	9	7	9	7	7	9
RP11-474D1.4	769	643	713	856	821	936
IL12A	1462	1475	1475	1655	1541	1717
RP11-38P6.1	3521	3830	3394	4349	4344	4227
HMGN1P7	7	4	7	26	14	14
C7orf57	0	1	3	1	2	11
RP11-210M15.2	88	88	51	79	56	72
RP11-448G15.1	3	4	0	6	5	3
RNU6-20P	52	57	45	74	60	52
GUSBP5	22381	21888	19788	31314	29807	29436
RN7SL187P	2171	1925	1693	2543	2305	2138
ALPK3	0	0	0	0	0	0
AC093668.3	3	12	6	8	18	1
GOLGA6L3	5	0	4	12	16	16
RP11-272D12.2	0	0	0	0	0	0
POLDIP3	3	3	3	4	0	1
H2BFM	63825	67594	59994	87913	85220	84281
RAB41	0	3	0	6	6	9
GOLGA6D	6	2	2	14	18	16
HENMT1	6	4	7	10	10	10
PHBP11	0	0	0	8	0	0
RP3-403L10.3	0	0	0	0	0	0
RP11-123C21.2	0	0	0	0	0	0
LA16c-60G3.8	5028	5409	5073	4637	4424	4375
NAGK	5	5	1	7	0	13
RP11-324E6.8	21	19	16	23	14	18
PEAK1	5	0	0	0	0	2
CYP51A1P3	0	0	1	0	0	0
VKORC1L1	16	18	9	17	16	11
RP11-434C1.1	10910	11070	10151	10212	9645	9314
MRPS6P2	0	0	0	0	0	0
RNU6-896P	19	64	21	26	48	63
KCNK2	0	0	0	0	0	0
ZSCAN18	2638	2566	2417	2927	2840	2547
RP11-512M8.5	7	3	2	0	1	0
RP11-15I20.1	3	2	0	9	0	3
IL17RB	33	24	15	26	32	12
RP11-792A8.3	0	0	0	1	0	0
RNU6-138P	0	0	0	0	0	0
RP11-257K9.8	0	0	0	0	0	0
CHST13	1374	1561	1520	1459	1566	1426
LINC00505	0	1	0	0	0	0
AP000479.1	6	7	11	8	12	0
RXRG	1306	1198	1030	1557	1502	1362
ZNF19	1	0	2	0	0	0
RP11-638O6.1	372	404	377	524	439	453
RP11-6J21.2	0	0	0	0	0	0
AL133260.1	0	0	0	2	0	0
RN7SL679P	0	0	0	0	0	0
RP11-305M3.2	0	0	0	0	0	0
FGFBP2	0	0	0	0	0	0
OR10J9P	0	0	0	0	0	0
AC105105.1	0	0	0	0	0	0
GNG4	0	0	0	0	0	0
RP5-1050K3.3	2	2	0	1	1	1
GLTPP1	15	17	11	17	30	12
AC114803.3	1	1	0	1	4	0
IGHVIII-67-2	0	0	0	0	2	1
RP11-153F1.1	0	0	0	0	0	0
GOLGA1	0	0	0	0	0	0
H3F3C	1	0	0	2	1	4
LA16c-380H5.3	0	0	0	0	0	0
AC008175.1	0	0	0	0	0	0
PTPN5	0	4	1	0	0	0
RN7SKP208	0	0	0	0	0	0
AC005220.3	0	0	0	0	0	0
BRS3	0	0	0	0	0	0
RP3-339A18.6	0	0	0	0	0	0
AP000641.1	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0
AC004538.3	0	0	0	0	0	0
SFR1	0	0	0	0	0	0
RP5-905H7.6	0	0	0	0	0	0
LA16c-306A4.2	0	0	0	0	0	0
RP11-69M1.1	0	1	0	0	1	0
AGTRAP	0	0	0	0	0	0
TMEM130	0	0	0	0	0	0
RP11-442O18.1	0	3	0	0	3	9
DAP3P1	0	0	0	0	0	0
PTPLA	0	0	0	0	0	0
AHRR	0	0	0	0	0	0
AC113610.1	76	78	73	87	74	118
DTX2P1-UPK3BP1-PMS2P11	0	0	0	0	0	0
CTD-3162L10.3	0	0	0	0	0	0
RP11-758B24.1	6	10	0	9	8	1
RP3-433F14.2	577	757	651	581	603	636
AL356215.1	4482	4557	4116	6646	6222	5750
AL450304.1	17	17	15	14	32	29
RNA5SP54	165	138	118	146	150	156
RPS26P52	6959	7195	6373	9187	8882	8616
RN7SL270P	379	408	329	578	552	477
RP11-553E24.3	1	0	0	1	0	1
DLG2	10	5	5	11	8	8
CRTC3	0	0	0	0	0	0
RP11-854K16.2	2	7	9	5	20	23
RNU6-1033P	0	0	0	0	0	0
EBNA1BP2	0	1	0	4	1	1
PCDHGA4	2	1	0	0	5	13
CTC-444N24.9	52058	46250	41488	60069	53431	52245
CTD-3193K9.4	0	0	1	0	0	0
H1FX	2	1	1	2	2	7
MEIS3	0	7	0	0	3	0
FAM228A	121	111	88	126	133	72
RP11-605F22.2	180	182	122	174	163	163
SESN1	0	0	0	0	0	0
RP3-433F14.4	0	0	0	0	0	0
LINC00375	57365	59268	53550	81080	73788	73827
CD99P1	0	0	0	0	0	0
CTD-2296D1.3	0	1	0	0	0	0
RP11-778J16.3	500	526	449	557	598	584
SETD4	32	24	30	26	22	35
RP11-812E19.9	52	40	44	36	59	64
AKR1D1P1	34685	32400	30120	36059	35249	34662
RP11-435D7.3	2797	2672	2529	2752	2668	2648
FBXL20	39	29	39	98	57	48
C9orf78	7816	8496	7614	8769	9066	8175
RP11-55K13.1	13	5	3	5	18	4
RP11-354E23.5	6	7	3	11	5	3
AL160011.1	0	0	0	0	0	0
RP11-64J19.1	0	0	0	0	0	0
RN7SL211P	0	0	0	0	0	0
SLC15A3	0	0	0	0	0	0
RNF138P1	2344	2287	2033	2947	3044	2748
ZRANB3	4872	5615	4991	5806	5525	5298
AC017028.10	7	5	10	16	12	11
RNU6-290P	0	0	0	0	1	0
UNC5B	3436	3731	3331	4022	3798	3649
RP11-626G11.3	19202	15759	14651	37706	37716	33187
DUS2	0	0	0	0	0	0
OR8F1P	2	7	4	9	9	10
RP3-522P13.3	0	0	2	0	0	0
RP5-951N9.1	0	0	0	0	0	0
RP11-567J20.1	0	0	0	0	0	0
TUBA4A	0	0	0	0	0	0
RP11-271K11.1	0	0	0	0	0	0
RP11-369E15.4	0	0	0	0	0	0
HIST1H4F	122	130	80	204	144	176
RP1-35C21.2	141	110	109	225	131	114
VN1R12P	0	0	0	0	0	0
FRG2C	0	0	0	0	0	0
RP3-422G23.3	0	0	0	0	0	0
GS1-122H1.1	0	0	0	0	0	0
POU5F1P5	1	0	0	1	2	0
NUTM2D	1359	1466	1281	1674	1580	1551
B3GALNT1	3	0	0	0	0	0
RN7SKP111	1358	1496	1386	1303	1397	1225
UBAP1	5	6	6	3	6	2
GPR123-AS1	69	80	61	70	69	68
RP3-389A20.5	0	0	0	0	0	0
RNGTTP1	2	7	3	16	8	22
RP11-539G18.1	189	173	195	174	250	235
AC090349.1	0	0	0	0	0	0
ZNF474	0	0	0	0	0	0
AC100791.1	0	0	0	0	0	0
DDX19B	0	0	0	0	0	0
MRPL50P2	0	0	0	0	0	0
RP11-61A14.3	0	0	0	0	0	0
RP11-744H18.1	0	0	0	0	0	0
RPL30P16	0	0	0	0	0	0
RNU6-206P	0	0	0	0	0	0
XXyac-YX155B6.6	0	0	0	0	0	0
RP11-661A12.5	0	0	0	0	0	0
CD3D	0	0	0	0	0	0
CYCSP19	0	0	0	0	0	0
RP11-430C7.2	89	98	80	74	67	53
CCDC89	0	0	0	0	0	0
DCAF13P2	0	0	0	0	0	0
ZNF117	0	2	4	0	2	0
AC068946.1	0	0	0	0	1	0
TUBD1	0	0	0	0	0	0
CTD-2258A20.3	11	9	12	16	12	10
C22orf24	1131	1224	1117	1150	1175	1104
RP11-3N2.5	0	0	0	0	0	0
RP11-536L3.4	0	0	0	0	0	0
CCDC160	0	0	0	0	0	0
RP11-977B10.2	366	294	238	236	277	300
MRAP	0	0	0	0	0	0
LINC01101	0	0	0	0	0	0
ATPIF1	23	27	27	16	16	27
RNASEH1	11	7	11	9	1	8
ZNF764	405	449	392	477	504	472
GPC5-AS1	0	0	0	0	0	0
AC006335.2	1780	1904	1724	2258	2223	2086
MAB21L2	1716	1708	1561	1598	1953	1620
EFHC1	669	649	581	821	676	763
RNASE13	0	0	0	0	0	0
RNA5SP482	11	6	6	12	5	7
BRD7P3	3525	3386	3057	3541	3787	3448
RP11-644F5.16	8679	8670	7612	10068	9823	9603
TRBV20-1	4	14	14	15	23	13
RP1-179N16.6	0	0	0	0	0	2
HIVEP3	0	0	1	0	0	0
AC009974.11	0	0	0	0	0	0
LINC00677	30	36	53	66	26	64
RNA5SP337	22565	25570	23647	23425	24244	22601
C1QL3	0	0	0	0	0	0
RP4-687K1.2	0	0	0	0	0	0
AC107983.4	0	0	0	0	0	0
RN7SL666P	0	0	0	0	0	0
RNU6-716P	0	1	0	0	1	1
AC128653.1	0	0	1	3	1	1
BMS1P20	0	0	0	1	0	0
RP11-56P9.10	781	823	684	656	646	658
PRSS55	8	0	0	0	1	0
PCSK5	16960	16915	15513	17852	16548	16541
MIR516A2	4	6	13	13	12	3
RP11-404I7.2	1077	890	845	1139	1062	1009
RP4-781K5.7	4	13	9	3	4	7
RN7SL238P	0	0	0	0	0	0
HNRNPA1P25	0	0	0	0	0	0
MTND4P17	840	890	801	1067	1033	1206
AL139319.1	0	0	0	0	0	0
MIR134	0	0	0	0	0	0
RN7SL152P	0	0	0	0	0	0
RPL31P54	0	0	0	0	0	0
NEIL3	0	0	0	1	0	0
EIF2B5-AS1	162	198	151	166	141	167
ABHD17AP5	0	0	0	0	0	0
RP11-286N22.8	1	0	1	1	2	0
ATP4B	0	0	1	0	0	0
MIR133B	0	1	0	0	0	1
CTD-2330K9.2	0	0	0	0	0	2
RPS9P1	2563	2542	2360	3284	2903	2963
MYD88	0	0	0	0	0	0
AC091738.1	0	0	0	0	0	0
LCE2C	34	29	23	27	40	24
RP11-19P22.8	73	46	54	42	49	43
MCCC1-AS1	0	0	0	0	0	0
RP11-657O9.1	0	0	0	0	0	0
RP11-493P1.2	0	0	1	3	2	1
LINC01059	213	264	223	323	325	285
RP11-380G5.2	0	4	3	3	0	3
ZNF181	0	0	0	0	0	0
MIR4515	9236	8791	8217	10222	9850	10207
RP11-128P17.4	17	26	28	15	23	17
AC144836.1	1	0	2	1	1	4
RP5-1087E8.2	5	0	4	7	2	7
RP3-500L14.2	0	0	0	0	0	0
AC134729.1	0	5	0	0	0	0
RP1-158P9.1	0	0	0	0	0	0
RNU6-1105P	6815	7021	6451	8352	8007	8217
EXOSC7	6	4	2	7	0	0
RP11-202D1.3	1930	2066	1883	2161	2184	2155
EEF1A1P33	4	0	0	0	1	0
AC108004.4	340	334	290	340	367	417
AC092638.1	0	0	0	0	0	0
LINC01166	0	0	0	0	0	0
NLRP3	0	0	0	0	0	0
AC004656.1	0	0	0	0	0	0
RP11-316M1.3	0	0	0	0	0	0
RP11-46D6.1	0	0	0	0	0	0
RNU6-1293P	1	0	2	6	0	2
TRIM28	0	2	5	3	1	0
RNF34	0	0	0	0	4	0
DIO2-AS1	318	340	300	425	446	431
RP11-276H7.2	0	0	0	0	0	0
WDR7-OT1	4	13	6	23	16	21
MED30	1409	1555	1375	1726	1549	1625
AC007563.5	1	1	0	0	0	0
AP2A1	0	0	0	0	0	0
RPL37P10	3403	3644	3575	3717	3762	3798
RP11-87P13.2	9	4	1	8	2	13
RP11-340A13.2	0	0	0	0	3	0
RNU6-1091P	0	0	0	0	0	0
VPS53	0	0	0	0	0	0
SNAI3	0	0	0	0	0	0
RP11-758I14.3	0	1	0	0	0	7
BLOC1S1	0	0	0	0	0	0
CTNNAP1	0	0	0	0	0	0
RP3-389A20.2	1190	844	827	762	643	633
AC000362.1	3	0	2	0	0	0
RP11-483E23.2	0	0	0	0	0	1
RCL1	935	1014	875	802	862	861
CNNM2	11777	11769	10730	16661	16218	15445
RP11-167J8.4	5	0	2	1	0	4
MTND4P24	103	137	93	127	133	115
EMILIN1	32267	35053	32018	41163	40261	39823
RWDD4P1	2428	2279	2018	2516	2535	2257
RPL10A	2	0	0	0	2	0
SLC41A1	3	16	1	3	6	5
RPN1	2	0	0	0	0	0
RP1-213J1P__B.1	2	0	1	0	1	1
RP11-57A19.2	0	1	0	0	0	0
GREB1L	0	0	0	0	0	2
ELAC2	0	0	0	0	0	0
RP11-433M22.1	0	0	0	0	0	1
PAK4	1	2	2	0	4	2
AC104600.1	0	0	0	0	0	0
OR4N4	0	0	0	0	0	0
RP11-139G7.1	0	0	0	0	0	0
RN7SL742P	0	0	0	0	0	0
AC020594.5	0	0	0	0	0	0
CYCSP20	0	1	0	0	0	0
ENOX2	0	0	0	0	0	0
AC104841.1	0	0	0	0	0	0
MAP3K13	0	0	0	0	0	0
RAB9AP3	3	2	0	2	0	0
RP11-274M4.1	556	509	476	494	503	519
AC079298.1	3	0	0	1	0	0
ABT1	0	0	0	0	0	0
DMRTB1	6	1	4	0	3	0
CTD-2623N2.5	0	0	0	0	0	0
RP11-398A8.4	0	0	0	0	0	0
RP11-133F8.2	0	0	0	0	0	0
IGF2BP1	0	0	0	0	0	0
BRK1	0	0	0	0	0	0
UQCRB	0	0	0	0	0	0
MIER1	4	0	0	5	4	0
RP11-503G7.1	0	0	0	0	0	0
AC020915.2	0	0	0	5	0	4
VN1R82P	0	2	0	0	2	0
HSPA9	1752	2030	1784	1773	1917	1895
SLC5A11	0	0	0	0	0	0
TEX30	0	0	0	0	0	0
RP11-1260E13.1	20	16	23	15	13	4
BHLHE23	0	0	0	0	0	0
FGD5-AS1	1021	1154	1066	1127	1345	1217
LGALS8-AS1	493	481	500	622	589	629
TTC4	0	2	1	0	0	0
AC069257.6	0	0	0	0	0	0
CTB-54O9.9	1579	1687	1563	2129	2085	1987
RP11-584P21.2	3149	3606	3231	3688	3681	3740
SH3BP5-AS1	0	0	0	0	0	0
HCG18	0	0	0	0	0	0
RP11-805L22.2	3	15	12	17	0	11
MAEL	0	0	0	0	0	0
RP11-198M15.1	3001	3159	2762	3137	2941	3082
CTD-2325P2.3	0	0	0	0	0	0
NECAP1P2	6	2	0	6	13	0
ELOVL1	0	1	0	0	0	0
AC000111.4	162	163	115	137	151	168
ACTG1P4	240	232	210	291	276	233
TRIM51BP	0	0	0	0	2	0
RP11-875H7.1	1	0	0	0	0	0
CES1P1	0	0	2	2	0	0
MTND3P2	0	0	0	0	0	0
AL645730.1	0	0	0	0	0	0
ALKBH8	0	0	0	6	0	0
CTA-211A9.5	0	0	1	0	0	0
CTD-2318B16.4	0	2	4	7	3	0
RNU6-653P	13962	13013	11621	19969	18961	17539
CAPN10-AS1	0	0	0	0	0	0
PRKAB1	0	0	0	0	0	0
RP11-507B12.1	0	0	0	0	0	0
RNA5SP230	0	0	6	0	0	5
AP001048.4	6846	7575	7170	11925	11201	11744
LINC00652	1462	1566	1447	1773	1664	1708
RP11-2G1.2	3114	3382	2995	3974	3834	3862
RP11-587D21.4	957	840	804	1146	1009	997
CRISP3	3	0	0	0	0	0
RNA5SP442	0	0	0	0	0	0
RP11-340I6.1	1	0	0	1	1	0
RP11-787I22.3	0	5	0	6	0	0
RP11-18O11.1	3556	3443	2968	5274	4921	4388
RP3-425P12.1	0	0	0	0	0	0
CDK18	1409	1466	1457	1695	1601	1564
TULP1	0	0	0	3	1	0
RP11-529A4.12	1159	1405	1233	1672	1701	1632
KLK3	605	707	635	921	930	781
RP11-146D12.5	4	1	0	0	3	0
IGHD2-8	12	12	13	17	17	11
RP11-68L18.1	684	506	550	676	679	621
BTF3L4P2	0	0	2	0	0	0
AC007405.8	8182	8075	7453	7892	7312	7558
PAQR3	1	0	0	0	0	0
AP000547.1	0	0	1	0	2	1
AKAP3	0	0	0	0	0	1
DNAJC15	1	0	0	0	11	0
MTND5P24	544	535	477	590	560	626
AC005863.2	5894	6239	5435	5762	6136	5547
KIR3DX1	0	0	0	0	0	0
RPS16P9	2	0	1	2	0	0
KCTD21	5674	5688	4667	8634	8069	8207
RP11-675M1.2	2258	2334	2023	2193	2134	1904
RPL30P7	4100	4028	3603	4140	3900	3758
ALDH1L1-AS1	0	0	0	0	0	0
EEF1A1P36	0	0	0	0	0	0
AGTPBP1	0	0	0	0	0	0
FBXO21	357	279	321	539	496	577
NID1	0	0	0	0	0	2
CDK2	0	0	0	0	0	0
SLC7A4	4190	3983	3757	2548	2343	2293
ERN2	0	2	0	0	0	0
ZNF211	0	0	0	0	0	0
SRD5A1	0	1	0	0	0	0
SZT2	0	0	0	0	0	0
AL356693.1	1	0	0	0	0	0
RP11-204E9.1	3	0	2	0	13	5
CR753842.1	0	0	0	0	0	0
AC002558.1	190	149	149	195	189	171
SYCE1L	80	56	72	37	54	59
OR4A14P	57	29	31	24	34	5
RP11-81F13.2	0	4	2	3	3	2
RP11-62I21.1	5	0	1	0	0	0
RN7SL110P	0	0	0	0	0	0
SLC35E4	11	23	11	10	11	8
RNU6-67P	6386	5605	5012	6897	6009	6069
COX18	3	1	5	2	4	9
AC127526.1	0	0	0	0	0	0
AC096664.1	0	0	0	0	0	0
RPSAP42	0	0	0	0	0	0
LNP1	0	0	0	0	0	0
RNU6-77P	0	0	0	0	0	0
CR381653.1	0	0	0	0	0	0
RNU2-52P	0	0	0	0	0	0
TPD52L1	0	0	0	0	0	0
ABHD5	4080	3537	3132	4619	4421	4425
RPL29P19	0	2	0	2	0	0
RP11-249L21.4	262	289	262	366	285	305
CTD-2541J13.1	0	0	0	2	0	0
TMEM82	2406	2464	2096	2498	2597	2644
IGHV1-46	0	0	0	0	0	0
RP11-875O11.1	36	28	33	50	64	31
ARMS2	7694	8117	7067	8803	8316	7953
MYO1G	0	0	0	0	0	0
MRPS18AP1	10649	8836	7877	14781	12180	12108
HSFY1P1	3	2	5	3	3	3
MET	145	166	118	186	163	150
LINC00362	2805	2641	2494	3721	3562	3308
KRT84	1	0	0	0	0	0
OR13D1	0	0	0	0	0	0
UBE2B	1581	1421	1224	1808	1527	1801
RP11-118B13.1	0	0	0	0	0	0
MTND2P4	904	726	716	1034	831	787
AZU1P1	7431	6124	5792	9448	7958	8013
COMT	80	43	34	57	69	43
CMC1	0	0	1	4	0	0
ICA1L	1896	1759	1592	1671	1562	1439
CTC-820M8.1	682	604	607	721	690	621
SALL4P1	25197	22867	20178	24496	21743	21275
CTA-125H2.3	1467	1255	1270	1512	1291	1268
AC245036.1	0	0	0	0	3	0
RP11-667K14.4	0	0	0	0	0	0
MARK2P12	1	0	3	2	0	0
AP000997.1	1761	1602	1636	1370	1486	1393
APPBP2	27	19	16	12	12	23
GJB4	0	0	0	0	0	0
RP11-362A1.2	0	0	0	1	0	0
ZNF299P	9	4	6	2	13	3
XXbac-BPG170G13.31	0	0	0	0	0	0
LMAN2	1498	1732	1737	1540	1594	1648
RP11-328J6.1	3	4	5	5	2	13
RP13-26D14.2	1164	1322	1180	1648	1531	1546
RP11-752D24.2	5	0	4	0	0	8
RP11-123H22.1	2855	2810	2337	3265	2968	3108
RP11-224O19.4	0	0	0	0	1	0
TAAR7P	4	8	4	4	3	0
HCG25	2355	2157	1888	2482	2261	2428
CYB5RL	34	16	22	30	30	28
BX276092.1	0	0	0	0	0	0
HOMER1	38	39	48	54	24	20
RP11-242O24.3	33	23	22	39	30	28
PLCE1	2368	2136	1878	2195	2159	1878
RP11-79H23.3	132	109	136	143	157	88
SPTLC1P3	10	4	1	7	5	1
CBX3P9	1111	1118	1024	1165	1098	1074
CGB2	161	176	151	182	162	187
MARCH6	9363	10251	9323	11035	11053	10847
RP11-325F22.2	0	0	0	0	0	0
RP11-66B24.5	9930	10279	8985	8048	7705	6809
DDX19A	0	3	3	11	2	0
CH17-93H22.3	8	17	11	13	14	16
USP9YP30	0	0	1	2	0	0
RP11-309G3.3	0	0	0	0	0	0
NDUFA8	0	0	0	0	0	0
AP000580.1	0	0	0	0	0	0
CTB-96E2.3	12067	10053	9577	13688	11493	11723
C14orf119	2	3	12	8	12	4
RP11-161I2.1	0	3	0	0	0	0
AC007880.1	183	148	118	179	140	139
SMYD2	27	33	37	29	30	11
SP3	2587	2084	2060	2172	1932	1797
RP11-1100L3.4	1026	811	799	1055	820	842
AC125238.3	813	751	610	1026	824	860
RP11-225H22.4	398	277	289	388	381	340
SLC25A21-AS1	3918	3106	2839	4498	3997	4059
AC091866.1	96	109	116	162	151	136
LIPF	601	516	455	600	573	448
RP11-1157N2__B.2	2003	1899	1681	1775	1747	1469
RP11-578F21.6	5	4	11	12	15	0
RP11-968A15.8	0	1	0	0	5	5
RP11-363J20.1	2	3	6	0	2	4
RP11-1134I14.6	10	14	12	15	14	1
HNRNPA2B1	749	718	612	769	755	793
RP11-253M7.4	670	607	512	781	661	606
SNORD62A	79	82	81	117	138	115
OGFR-AS1	5176	4668	4395	5714	5478	5184
NIFKP2	1354	1080	1004	1187	1171	1168
SNORD115-10	562	477	469	383	321	412
C1orf233	2766	2315	2178	2652	2204	2171
IGHJ1	18	13	9	22	38	5
POLR2M	0	2	0	0	0	0
MBD1	0	0	1	0	1	0
UQCRH	2083	1804	1671	2244	2117	2037
CoTC_ribozyme	0	0	0	3	0	0
RP11-692C23.1	318	231	274	309	306	264
AL671883.1	4138	3645	3150	4303	4381	4179
hsa-mir-6080	488	430	356	436	315	346
WIF1	20	23	16	31	17	23
UBE2SP2	127	159	148	121	188	108
RP11-478C6.4	2920	2752	2538	2938	2535	2669
SCGB1C1	4	9	6	4	5	1
MTCYBP1	4	0	0	0	0	0
BHLHB9	28	19	10	14	4	17
CLDND1	0	0	0	0	0	0
TMOD3	4326	4240	4054	5509	5041	5276
IGHV3-35	2	2	0	5	0	0
C8G	6	1	5	9	10	9
LINC00473	0	0	0	0	0	0
GALNT1	2668	2939	2682	3096	3002	2741
RP11-473N11.2	0	1	0	3	0	1
MLLT6	1108	1287	1101	1230	1229	1252
AC021613.1	381	455	438	624	532	457
CTD-2057D4.2	29	37	25	29	54	34
SAR1B	1	4	2	6	2	1
RP1-181J22.1	7	0	1	3	0	0
RP11-248E9.4	0	0	0	0	1	0
MIR96	0	0	0	0	0	0
RP5-899B16.2	0	0	0	0	0	0
RP11-575M4.1	0	0	0	0	0	0
FAM35CP	0	0	0	0	0	0
ROBO2	0	0	0	0	0	0
RP11-613F22.5	0	0	0	0	0	0
RP3-438O4.4	0	0	0	0	0	0
AC092155.1	0	0	0	0	0	0
RP11-390E23.6	0	0	0	0	0	0
TRGV2	0	0	0	0	0	0
AHCYL2	0	0	0	0	0	0
AC105761.1	0	0	1	1	1	0
RP11-439E19.1	0	0	0	0	0	0
CTD-2527I21.9	0	0	0	0	0	0
HINFP	0	0	0	0	0	0
RP11-560L11.1	0	0	0	0	0	0
CTD-2235C13.2	0	0	0	0	0	0
RP11-204M4.2	0	0	0	0	0	0
FAM106DP	0	0	0	0	0	0
DRG2	0	0	0	0	0	0
RP11-902B17.1	0	0	0	0	0	0
RP11-18B16.1	0	0	0	0	0	0
RP11-686D22.8	0	0	0	0	0	0
OR11H4	0	0	0	0	0	0
RPL12P33	0	0	0	0	0	0
GJA6P	5	0	1	0	0	10
MICG	0	0	0	0	0	0
ZNF300	0	0	0	0	0	0
SUGT1P2	0	0	0	0	0	0
RRM1-AS1	0	0	0	0	0	0
AC092118.1	0	0	0	0	0	0
RN7SL673P	0	0	0	0	0	0
RP11-137D19.1	2	2	0	2	1	1
MIR614	0	0	0	0	0	0
RP1-315G1.3	4	0	0	0	1	0
MIR4435-1HG	0	0	0	0	0	0
RBMS1P1	0	0	0	0	0	0
AC114752.3	1	0	0	0	0	2
AC015815.3	0	0	0	0	0	0
CPA3	0	0	0	0	0	0
POLR3F	0	0	0	0	0	0
SUPT20HL1	0	0	0	0	0	0
RP11-334N17.1	0	0	0	0	0	0
C19orf67	0	0	0	2	0	0
AKT1	0	0	0	0	0	0
RP11-327F22.4	0	0	0	0	0	0
MIR1289-2	0	0	0	0	0	0
LINC00880	0	0	0	0	0	0
CRNKL1	0	0	0	0	0	0
RP11-179K3.2	0	0	0	0	0	0
RPAP3	0	0	0	0	0	0
LINC00704	0	0	0	1	0	0
PLCB1-IT1	5	2	1	2	5	0
RP11-304L19.8	10	5	3	1	5	18
WSCD1	0	0	0	0	0	0
RP11-460N16.1	0	0	0	0	1	0
MIR1262	0	0	0	0	0	0
Z84812.4	0	0	0	0	0	0
TRAM2-AS1	0	0	0	0	0	0
AC011742.5	0	0	0	0	0	0
RP11-666A1.3	0	0	0	0	0	0
AL590560.1	0	0	2	0	1	0
PDCD7	0	0	0	0	0	0
EMILIN3	0	0	0	0	0	0
AP000244.11	3884	3327	3319	4295	4203	4032
HNRNPLP2	22	12	6	3	13	3
TRAJ19	0	0	0	6	0	0
CDKN1B	184	138	152	232	198	148
HLA-DOB	1068	1031	924	1143	1101	926
SETP11	0	0	0	1	2	0
ZMYM4	0	0	0	0	0	0
RP11-14K3.1	109138	92968	86664	105152	98102	94696
RP11-90C4.3	10	13	18	12	10	12
RN7SKP41	4402	4388	4105	5385	4993	5078
RBMXL3	0	0	0	0	0	0
ACN9	0	0	0	0	0	0
RP11-503G7.2	0	0	0	1	1	1
ELL	182	89	115	113	121	105
CTD-2021H9.2	0	0	1	0	0	0
SLC22A15	0	0	0	0	0	0
RP11-290L7.3	0	0	0	0	0	0
SFXN4	0	0	0	0	0	0
C17orf104	14	20	10	14	6	10
RP11-129J12.2	18507	17699	16405	24290	22101	22069
SYNE2	8	13	9	16	9	7
RNU6-1140P	3917	3322	3143	5296	4702	4548
SEPT2P1	911	853	751	1049	904	833
GIMAP2	0	1	0	0	0	0
MBD6	12	4	2	3	0	3
KRT71	0	0	0	0	2	0
RP6-166C19.19	0	0	0	0	0	0
MIR4765	35	6	15	20	33	19
WDR12	33	26	28	21	51	44
RNA5SP74	0	0	0	0	0	0
OR9L1P	0	0	0	0	1	0
XXbac-B476C20.14	0	0	1	0	0	0
LINC00265	0	0	0	0	1	0
DEFB108B	26002	24317	21625	24558	24526	22878
RP11-553P9.2	3522	3195	2760	4579	3739	3761
RP11-161M6.5	8	11	9	19	20	9
RP11-557C9.1	0	0	0	0	0	0
ZYEWIM6	2306	1791	1644	2664	2538	2023
RP4-779E11.3	2091	1796	1601	2479	2184	2054
RPL10P1	508	346	317	742	618	576
RP11-457D20.1	3959	3816	3417	3711	3518	3455
CTD-2521M24.4	929	906	771	952	800	774
G3BP2	0	8	9	4	10	0
AC004851.1	1	0	1	2	5	3
OR5V1	0	0	0	2	0	0
RNU6-106P	0	0	0	0	1	0
RP1-69D17.4	3672	2945	2954	3169	2669	2504
DDX42	7	12	6	10	3	4
RNU6-596P	0	0	0	0	0	0
RNU6-1061P	705	609	545	1059	1059	1030
RP11-499E18.1	4	1	0	0	3	2
