	TCGA-13-0758-01A-01R-0363-07	TCGA-13-0723-01A-02R-0363-07	TCGA-09-0364-01A-02R-0363-07	TCGA-13-0727-01A-01R-0363-07	TCGA-09-0365-01A-02R-0363-07	TCGA-13-0805-01A-01R-0363-07	TCGA-01-0631-11A-01R-0363-07	TCGA-13-0768-01A-01R-0363-07	TCGA-13-0800-01A-01R-0363-07	TCGA-13-0791-01A-01R-0363-07	TCGA-13-0804-01A-01R-0363-07	TCGA-13-0762-01A-01R-0363-07	TCGA-13-0803-01A-01R-0363-07	TCGA-13-0757-01A-01R-0363-07	TCGA-13-0725-01A-01R-0363-07	TCGA-13-0730-01A-01R-0363-07	TCGA-01-0637-11A-01R-0363-07	TCGA-13-0794-01A-01R-0363-07	TCGA-13-0795-01A-01R-0363-07	TCGA-13-0792-01A-01R-0363-07	TCGA-01-0636-11A-01R-0363-07	TCGA-13-0764-01A-03R-0363-07	TCGA-13-0793-01A-01R-0363-07	TCGA-09-0369-01A-01R-0363-07	TCGA-07-0249-20A-01R-0363-07	TCGA-09-0367-01A-01R-0363-07	TCGA-13-0802-01A-01R-0363-07	TCGA-13-0760-01A-01R-0363-07	TCGA-01-0633-11A-01R-0363-07	TCGA-13-0724-01A-01R-0363-07	TCGA-13-0726-01A-01R-0363-07	TCGA-13-0717-01A-01R-0363-07	TCGA-13-0801-01A-01R-0363-07	TCGA-09-0366-01A-01R-0363-07	TCGA-13-0714-01A-01R-0363-07	TCGA-13-0761-01A-01R-0363-07	TCGA-01-0638-11A-02R-0363-07	TCGA-01-0630-11A-01R-0363-07
GSTP1	-0.283181818181818	-0.262363636363636	0.997727272727273	0.232	0.586909090909091	0.633818181818182	1.09481818181818	-1.123	1.26590909090909	0.590363636363636	1.54381818181818	1.177	1.17363636363636	-0.0557272727272727	0.884090909090909	0.232181818181818	1.55654545454545	1.00272727272727	-0.0211818181818182	0.265909090909091	0.726090909090909	0.883272727272727	1.23772727272727	1.43936363636364	-0.978181818181818	0.760363636363636	1.04727272727273	0.670272727272727	0.435818181818182	0.918272727272727	0.625272727272727	1.16263636363636	1.32336363636364	-0.274818181818182	2.038	1.27136363636364	0.543090909090909	1.18927272727273
DCUN1D5	-1.6175	-1.629875	-1.43275	-1.332375	-1.262625	-0.450875	-1.6255	-0.57125	-0.410875	0.555625	-2.310625	-0.79225	-1.379	-1.198	-0.53	-1.365	-2.162625	-0.192125	-1.256875	-0.9585	-1.754	-0.57275	-0.122875	-0.820875	-0.9175	-0.955625	-0.30525	-0.382875	-1.81325	-1.083	-1.06975	-0.93675	0.216625	-1.990375	-0.020625	-1.02375	-2.131375	-2.29275
DKFZP564J0863	0.1814	-0.526	-1.1252	-1.6098	-2.2854	1.4066	-1.0286	1.6394	-0.6208	1.0838	0.4496	1.258	0.4052	0.3344	-0.0622	-1.5548	-1.2426	0.785	-0.1776	0.6092	-2.179	0.0342	0.9884	-0.4894	0.2966	0.3718	-0.569	0.7984	-1.4614	-0.3936	0.2848	-0.5956	0.923	-1.1112	0.2536	0.00300000000000001	-0.0332	-1.9828
SLC9A3R1	-2.03609090909091	-0.424454545454545	-0.356636363636364	-1.195	-1.39372727272727	-1.23545454545455	0.00954545454545454	-1.01281818181818	-0.381272727272727	-0.212636363636364	-0.939363636363636	-2.67963636363636	-0.392818181818182	-1.46681818181818	0.708636363636364	-1.22945454545455	0.837	0.505	-1.51718181818182	-0.685	-0.0408181818181818	-1.18490909090909	-1.29836363636364	-0.459	-1.93354545454545	-0.833727272727273	-0.892	-0.689	-0.879272727272727	-1.42981818181818	-1.09454545454545	-0.368181818181818	-0.261727272727273	-1.32881818181818	-0.823181818181818	-1.23927272727273	-0.0968181818181818	0.0275454545454546
BCDO2	-0.0628181818181818	-0.393454545454545	-0.337636363636364	-0.757818181818182	1.43536363636364	0.0416363636363636	3.07790909090909	0.486818181818182	1.15863636363636	-0.873727272727273	0.475545454545455	0.453363636363636	0.894272727272727	-1.40472727272727	1.02918181818182	-0.641636363636364	2.72090909090909	0.561454545454545	-0.257727272727273	-0.319363636363636	2.34872727272727	-0.944272727272727	-0.163363636363636	0.101363636363636	-1.05181818181818	0.537090909090909	-0.162454545454545	0.187272727272727	2.19654545454545	-0.707272727272727	0.330090909090909	-0.117181818181818	-0.623545454545455	0.451272727272727	-0.596090909090909	-0.0378181818181818	0.253272727272727	2.96718181818182
CHMP7	-0.7491	-1.1422	-0.4354	-0.4936	-0.3785	-0.65	-0.5045	-0.5054	0.4711	-0.7551	-0.3898	-0.6779	-0.6385	-0.8886	-1.0939	-0.3092	0.0847	0.2315	-0.5115	-1.1113	-0.6091	0.1417	-0.923	0.8339	0.391	-0.7192	-0.865	-1.0491	-0.6627	-0.8025	-0.8442	0.3115	-0.4202	-0.1186	-0.4883	-1.0672	-0.26	-0.9335
REM2	0.795333333333333	0.316333333333333	-0.134666666666667	-0.073	-0.200666666666667	0.301666666666667	-0.369	-0.352333333333333	0.822666666666667	0.255333333333333	0.053	0.280333333333333	0.389	0.109	0.436666666666667	1.38866666666667	0.367666666666667	0.148	0.328	-0.149	0.184333333333333	0.314333333333333	0.219333333333333	0.292333333333333	0.014	0.138666666666667	0.197666666666667	0.176	-0.271666666666667	0.205333333333333	-0.261666666666667	-0.895666666666667	0.0796666666666667	0.426666666666667	0.445	0.222	0.328666666666667	0.321666666666667
DNHD1	-0.0277	0.49	-0.1504	-0.0745	0.00370000000000001	-0.0916	-0.1998	-0.0877	-0.1529	-0.3947	0.5736	0.6058	0.1072	-0.1383	0.1923	-0.0869	-0.3729	0.6899	0.49	0.568555555555556	0.0537	0.4793	0.1801	-0.3936	-0.0606	-0.0061	-0.2831	0.3951	-0.0562	0.0911	0.2205	0.4551	-0.4126	0.1589	-0.1663	0.0584	-0.3459	-0.0751
FKBP4	0.350454545454545	-0.761454545454546	0.152909090909091	-1.16118181818182	-0.612454545454545	-0.347454545454545	-1.25663636363636	-1.39372727272727	-0.377272727272727	-0.961363636363637	-0.897454545454545	-0.958818181818182	-0.644181818181818	-0.814454545454545	-0.682909090909091	0.372	-0.707454545454545	-1.02754545454545	0.099090909090909	0.200454545454545	-1.306	-0.373909090909091	-1.32718181818182	-0.755454545454545	-1.10118181818182	-0.756	-0.642181818181818	-0.797	-1.56263636363636	-0.860545454545455	-0.729181818181818	-0.258909090909091	-0.631727272727273	-0.309636363636364	-0.985909090909091	-1.10118181818182	-1.25736363636364	-1.19745454545455
ZNF350	1.4222	1.585	1.9812	2.026	1.2976	0.2224	0.758	0.6118	1.0984	1.2368	0.7356	0.6218	1.5038	-0.1646	1.119	1.196	0.6962	1.6394	0.7018	0.9278	1.7446	1.2972	1.78	0.4884	-1.6456	1.5028	0.717	1.6994	1.758	0.6448	0.8044	0.9982	0.9884	1.1838	1.0736	0.5946	0.8786	1.7088
MGC11102	-0.367545454545455	-0.379818181818182	-0.765636363636364	-0.361727272727273	-0.632727272727273	0.766909090909091	-0.170727272727273	0.269636363636364	-0.316545454545455	0.396727272727273	0.226636363636364	0.388454545454545	0.307	0.0599090909090909	0.0409090909090909	-0.465090909090909	-0.248272727272727	0.379545454545455	0.403090909090909	0.152	-0.837	0.775727272727273	0.271727272727273	0.203636363636364	0.482181818181818	0.678909090909091	0.554363636363636	1.045	-0.572181818181818	-0.115181818181818	1.124	0.446727272727273	0.334272727272727	-0.424727272727273	1.12718181818182	0.777272727272727	-0.213090909090909	-0.660909090909091
BST1	1.276	0.415	0.5552	-0.7218	-0.696	-0.2194	2.1548	1.9604	1.2646	2.0402	0.22	0.3414	1.7202	1.4586	0.6734	-1.1258	0.9748	1.5338	0.668	0.5856	1.8338	0.8906	1.3612	1.0342	0.1196	2.9478	0.6604	2.2134	1.856	1.0768	3.2606	2.2776	2.2346	0.8142	1.7748	2.8268	2.4154	1.133
KISS1R	0.372333333333333	0.734333333333333	0.176	1.10266666666667	1.074	0.726333333333333	0.358333333333333	0.656666666666667	0.426	1.35133333333333	0.054	1.06166666666667	1.74266666666667	0.829666666666667	0.231666666666667	-0.259	0.0416666666666667	0.54	0.929	0.768666666666667	0.506666666666667	0.869666666666667	2.026	0.377333333333333	0.417666666666667	1.087	0.399	0.345666666666667	0.554666666666667	0.657	0.737333333333333	1.50833333333333	0.323	0.0543333333333333	1.01733333333333	0.653666666666667	1.62833333333333	1.62866666666667
NCR2	0.232333333333333	0.377	0.689666666666667	0.430666666666667	0.533666666666667	0.458	0.493	0.0486666666666667	0.355	0.769666666666667	0.201	0.510666666666667	0.644	1.02833333333333	0.290333333333333	-0.141	-0.0926666666666667	0.147333333333333	0.406666666666667	0.749666666666667	0.583333333333333	0.530333333333333	0.792666666666667	0.029	0.0376666666666667	0.564	0.286	0.467666666666667	0.642	0.465	0.131	0.255333333333333	0.546333333333333	0.216333333333333	0.251666666666667	0.452	0.670333333333333	0.753666666666667
DEFB125	0.397666666666667	0.403666666666667	0.837333333333333	0.578666666666667	0.630666666666667	0.959666666666667	0.723333333333333	0.259	0.362333333333333	1.269	0.13	0.760333333333333	0.0263333333333333	1.48766666666667	0.092	0.19	0.063	-0.23	1.277	1.21733333333333	0.493666666666667	0.998666666666667	1.27566666666667	0.249333333333333	0.774666666666667	0.815333333333333	0.755	0.753	0.247	-0.00666666666666667	4.534	0.0693333333333333	0.510333333333333	0.376666666666667	0.914	0.382666666666667	-0.432333333333333	0.337
UBE2W	0.941454545454545	0.218454545454545	0.292	-0.234272727272727	0.399	0.313	0.840181818181818	0.205454545454545	0.635090909090909	0.551727272727273	0.416181818181818	-0.995636363636363	-0.497363636363636	0.876272727272727	0.966454545454545	0.604454545454545	0.125181818181818	0.881636363636364	0.264363636363636	0.838272727272727	0.0823636363636364	0.104909090909091	-0.0167272727272727	0.193272727272727	1.12945454545455	0.294	0.173	0.546454545454545	0.387454545454545	-0.0226363636363636	0.932363636363636	0.244181818181818	1.17	1.08809090909091	1.22927272727273	0.903545454545455	0.324636363636364	0.0378181818181818
KRT15	-1.07618181818182	-2.19672727272727	-1.46981818181818	-1.46027272727273	-1.67390909090909	-1.74163636363636	-1.08990909090909	-0.262727272727273	-0.666454545454546	-0.294818181818182	-1.05063636363636	-1.88272727272727	-0.591454545454546	-1.96436363636364	-1.264	-2.82545454545455	-2.53572727272727	-2.94690909090909	1.54181818181818	-1.11954545454545	-2.95327272727273	-1.92081818181818	-2.07454545454545	-1.44581818181818	-1.80936363636364	-0.732545454545454	-2.27336363636364	0.707181818181818	-2.14536363636364	-0.153090909090909	-1.49627272727273	-0.261090909090909	-2.02981818181818	-0.415727272727273	-0.00254545454545454	-0.797090909090909	-2.54018181818182	-2.36445454545455
C10orf99	0.358666666666667	0.158	0.106333333333333	0.355666666666667	0.119333333333333	1.02366666666667	0.32	0.233	1.84133333333333	1.91666666666667	0.388666666666667	0.556333333333333	0.696333333333333	0.355	0.00999999999999999	0.112	0.476	0.0796666666666667	1.562	0.354	0.078	1.447	0.876666666666667	0.00700000000000001	-0.0316666666666667	1.98533333333333	-0.0923333333333333	1.47866666666667	0.577	1.538	1.14233333333333	0.235333333333333	2.13866666666667	-0.264333333333333	1.16633333333333	0.628666666666667	3.40533333333333	0.191666666666667
SCN11A	0.454363636363636	1.10645454545455	1.74890909090909	0.29	0.952727272727273	0.409363636363636	0.404454545454546	0.155818181818182	1.16654545454545	0.1954	0.818090909090909	0.568636363636363	0.189454545454545	0.432545454545455	0.587545454545455	0.719636363636364	0.280545454545455	0.319454545454545	0.232181818181818	1.0107	0.688272727272727	0.603545454545455	0.471727272727273	0.038	0.338909090909091	0.246727272727273	0.689181818181818	0.0897272727272727	0.479363636363636	0.501818181818182	0.986909090909091	0.892454545454546	0.449272727272727	0.766272727272727	0.450181818181818	0.559363636363636	0.593545454545454	0.354
GFI1	-1.4094	-0.4634	-2.3148	-2.4726	-2.5392	-1.9422	-1.235	0.6326	-2.2488	-1.1364	-1.7554	-2.3746	-1.9216	-2.2334	-1.681	-2.0194	-1.1262	-2.1496	-1.167	-1.6062	-1.6196	-1.0372	-1.5794	-2.2908	-2.661	-2.3608	-2.314	-1.1628	-1.2124	-2.0646	-2.2334	-2.2938	-1.5488	-2.1336	-1.4222	-1.8614	0.5604	-1.3676
RDHE2	0.70575	-0.430625	-0.07775	0.86475	0.056375	0.942125	0.37125	-0.040375	-0.01825	0.434375	-0.567375	0.626125	-0.1685	0.308125	0.5375	1.617875	0.338875	0.433625	1.249625	0.7685	0.058875	-0.048625	-0.0947500000000001	-0.360375	-0.69325	0.02775	0.68675	-0.65875	0.403	1.108625	1.517	0.119875	-0.2285	0.369875	-0.0771249999999999	0.552375	2.342	-0.537875
FHL1	-1.124375	-1.375125	-1.191875	-1.165125	0.252875	-0.709625	0.686875	-0.346625	-1.45075	-0.610125	-2.01075	-0.863875	-1.48425	-0.524	-1.2365	0.40275	1.2065	-0.833125	-1.23075	-0.998875	1.314875	-0.73525	0.379375	-0.349375	-0.634	-0.59225	-0.562	-2.011875	1.7655	-0.01175	-1.2335	0.284375	-1.907625	-2.30525	-0.050625	-0.854375	1.030125	0.344625
OSGEP	0.574625	0.335375	0.46825	0.650125	-0.449625	1.082875	0.435625	0.938125	0.063	1.61825	0.6415	1.81525	0.593375	0.2335	-0.1315	0.83225	-0.363125	0.758625	1.3765	1.482875	0.121875	0.38975	1.576125	-0.117125	-1.112375	-0.089	-0.655875	0.611625	0.2265	1.300125	-0.542125	0.357375	0.22675	0.33725	1.3905	-0.382875	0.184875	-0.163875
GATA1	-2.88375	-2.8705	-2.89825	-2.628	-2.789	-2.38625	-2.68575	-2.80225	-2.877	-2.633875	-2.861125	-2.812875	-2.275375	-2.670375	-3.029125	-3.15525	-2.809375	-2.82975	-2.5045	-2.40625	-2.929125	-2.619875	-2.477	-3.055	-2.7125	-2.7935	-2.639625	-2.96325	-2.9245	-2.80475	-2.96725	-2.644	-2.659	-3.234125	-2.5605	-2.708625	-1.994125	-2.731
SMC6	-0.8744	-1.36	0.1932	-0.6564	-0.4394	-0.8516	-0.912	-0.3424	0.321	-1.5736	-0.3034	-0.651	-1.6862	-0.065	-0.3234	0.1518	-1.0404	-0.9472	-1.3068	-1.132	-0.9998	-1.236	-0.6244	-0.008	-0.493	-1.3316	-0.2526	-0.1608	-1.24	-0.179	-0.7704	-0.1232	-0.2716	-0.5682	-0.9618	-1.011	-0.8258	-1.3496
TTTY14	-0.626166666666667	-0.443833333333333	-0.6945	-0.472166666666667	-0.3425	-0.669	-0.906833333333333	-0.094	-0.772166666666667	-0.478833333333333	-0.256666666666667	0.132333333333333	0.0608333333333333	-0.59	-0.559666666666667	-0.831	-0.981666666666667	-0.8085	-0.386333333333333	-0.311833333333333	-0.607833333333333	-0.327	-0.0486666666666667	-1.09983333333333	-0.795	-1.16666666666667	-0.995833333333333	-0.619	-0.7165	-0.183833333333333	-0.2935	-0.244666666666667	-0.9195	-0.7545	-0.236666666666667	-0.885166666666667	-0.2235	-0.222
LPIN3	0.1504	0.2	0.2216	0.5182	0.0014	0.7172	0.1656	0.0848	0.0534	0.3234	0.31	0.3024	0.6146	0.4678	0.081	0.4564	-0.0662	0.453	0.956	0.7224	0.3244	0.1784	0.5684	0.0978	-0.0414	0.3792	0.1426	0.3344	0.238	0.2706	0.1972	0.489	0.1824	-0.0296	0.259	0.4152	0.3602	0.3644
RPL4	-1.67821428571429	-1.81421428571429	0.505642857142857	-0.831285714285714	-0.912	0.210928571428571	-0.944142857142857	-1.47121428571429	-0.610428571428571	-1.02614285714286	0.0173571428571428	-0.740071428571429	-1.16028571428571	-0.878642857142857	-1.74264285714286	-1.23642857142857	-0.671714285714286	-1.18842857142857	-1.22557142857143	-0.556071428571429	-0.3145	-1.016	-1.5335	-0.612357142857143	-0.845285714285714	-0.116142857142857	-0.380214285714286	-1.89578571428571	-0.598071428571428	-0.627714285714286	-1.26007142857143	-1.06342857142857	-1.47257142857143	-1.32535714285714	-0.445857142857143	-0.396214285714286	-1.03321428571429	-0.726785714285714
RBPMS	-0.121357142857143	-0.795928571428571	-0.661142857142857	0.0371428571428571	-2.08692857142857	-1.29192857142857	0.353714285714286	-0.305642857142857	-1.60585714285714	-0.146928571428571	-0.474714285714286	-1.7755	-0.438857142857143	-0.975714285714285	-1.13457142857143	-1.11	1.54128571428571	-1.83178571428571	0.3845	-1.64928571428571	0.285857142857143	-1.12935714285714	-0.7305	-0.6805	-0.0428571428571429	-1.13014285714286	-1.85464285714286	-0.496285714285714	0.747571428571429	-1.1325	0.2215	-0.924928571428572	-0.568071428571428	-0.243785714285714	-0.706428571428571	-1.25678571428571	-1.07164285714286	0.369214285714286
PRPF3	-0.2625	0.250875	-0.5765	0.364625	-0.538125	-0.572625	-1.110375	-0.59125	-0.352	-0.46875	-0.28975	-0.631625	-0.653125	-0.515875	-0.49975	0.282875	-0.520625	0.47075	-0.09225	-0.285125	-0.76525	0.0765	-1.12	-0.71475	-1.045875	-0.842375	-0.351	-0.548625	-0.905	0.94825	-0.10825	0.0245	-0.574	0.332375	0.061	-0.067375	-1.2115	-0.739
EMR1	-1.0205	-0.4575	-0.746	-0.5995	-0.5235	1.351	-0.523	-0.108	-0.819	-0.7685	-0.065	-0.583	-0.9255	0.0845	-0.2335	-1.851	-1.2345	0.1615	-0.6515	-0.2415	-1.202	-0.917	-0.573	-1.4005	1.186	-0.7435	-0.594	-0.8815	-0.823	-0.9365	-0.893	-0.836	-0.637	-0.6925	-0.3785	-0.418	-0.258	-0.294
SPATA19	0.278	0.1672	0.145	0.7548	0.1226	1.809	0.515	0.2722	0.5608	1.227	0.2848	0.5052	0.353	0.1076	0.2356	0.0964	0.4324	3.1318	0.7268	1.4314	0.2036	0.1542	1.161	0.0884	0.0956	0.252	-0.1576	0.2054	0.4756	0.1854	0.2812	0.5374	0.2862	0.0656	0.2294	0.6402	0.6094	0.6484
XCR1	0.316	0.718	0.147666666666667	0.260666666666667	0.0796666666666667	0.537666666666667	0.2	0.818333333333333	0.012	0.643666666666667	0.339333333333333	0.474333333333333	1.16166666666667	1.34233333333333	0.313333333333333	-0.056	0.0443333333333333	0.449333333333333	0.582666666666667	0.544666666666667	0.100333333333333	0.429	0.858333333333333	0.161666666666667	0.120333333333333	0.44	0.439	-0.0163333333333333	0.137666666666667	0.385	0.749	0.311333333333333	0.376	-0.099	0.490333333333333	0.5	0.655333333333333	0.195
IRX3	-0.606615384615385	-0.0900000000000001	-2.16423076923077	-0.106	-0.996230769230769	-1.95946153846154	0.172076923076923	-0.817615384615385	-2.43346153846154	1.71192307692308	-1.27738461538462	-1.315	2.662	-1.55515384615385	-0.610461538461538	-0.920538461538461	0.158230769230769	-0.642846153846154	0.380692307692308	0.0518461538461539	-0.178307692307692	0.157	0.0308461538461538	-1.93492307692308	0.568384615384615	1.71346153846154	-2.24307692307692	-0.934076923076923	-0.392384615384615	0.434692307692308	0.212538461538462	-1.93907692307692	0.539	0.887153846153846	-0.269384615384615	-1.36484615384615	-1.725	0.564230769230769
RBM6	-0.3808	-0.1692	0.611	0.2244	0.8052	-0.4156	-0.9554	-0.0368	-0.299	-1.158	0.7838	0.2676	-0.0336	-0.7568	-0.6266	-0.6522	-0.6574	0.4066	-0.2842	-0.858	0.072	0.1626	-0.8704	-0.3504	-1.3842	-1.1158	-0.4686	-0.3476	0.122	0.329	0.4884	0.401	-0.4376	0.094	-0.118	-0.259	-1.0138	-0.8176
KLF4	-1.16653846153846	-0.851923076923077	-0.648615384615384	-1.43253846153846	-1.50261538461538	-1.71076923076923	1.38461538461538	-1.34169230769231	-1.08030769230769	-1.24330769230769	-1.17015384615385	-1.16107692307692	-1.33569230769231	-1.07384615384615	-0.424	-0.691461538461538	0.958076923076923	0.887846153846154	-1.67038461538462	-0.187923076923077	-0.0980769230769231	-1.86846153846154	-1.23876923076923	-1.371	-1.29546153846154	-1.29261538461538	-0.403230769230769	-1.46369230769231	0.284153846153846	-1.55738461538462	-1.32446153846154	-0.804846153846154	-0.726384615384616	-0.368538461538462	-1.18930769230769	0.388769230769231	2.60115384615385	-0.582076923076923
UNC5CL	-0.4826	-0.3422	-0.6426	-0.792	1.0104	1.3012	-0.135	0.2162	0.289	-1.2542	1.72	1.9686	-0.9882	-0.957	-0.485	-1.533	0.8806	0.9234	0.544	1.5398	0.0622	0.8254	-0.8828	0.2154	-2.8022	-0.2658	0.8388	0.3132	-0.2396	0.4388	0.5708	-0.2728	-1.6222	2.2296	2.6394	1.8554	0.354	-1.5466
SEBOX	0.187666666666667	0.123666666666667	0.192333333333333	0.469	0.145	0.486333333333333	-0.01	0.549666666666667	0.321	0.675666666666667	0.243	0.500333333333333	0.580333333333333	0.564666666666667	-0.0286666666666667	0.0353333333333333	0.235	0.0736666666666667	0.439	0.271666666666667	0.178666666666667	0.179333333333333	0.915	0.108666666666667	0.723666666666667	0.413333333333333	-0.0833333333333333	0.275666666666667	0.489	0.491666666666667	0.689	0.675666666666667	0.0183333333333333	0.189333333333333	0.478666666666667	0.401666666666667	0.858	0.516333333333333
BTK	-0.6562	-0.1026	-2.0914	-0.7062	-2.274	-0.3354	-0.341	0.5442	-1.5248	-1.36	-0.016	-1.7838	-1.2516	-1.2626	-0.4246	-1.2174	-0.479	-1.505	0.2576	-0.3868	-1.3876	-0.7764	-0.946	-1.452	-2.421	-1.0792	-2.2802	-0.7196	-0.2526	-1.6404	-1.5242	-2.5176	1.04	0.8284	-1.0142	-1.0302	0.427	-0.9458
KRCC1	1.407	0.366	0.539	0.6524	2.5794	0.7114	1.7938	0.923	1.4196	2.2924	1.5358	0.8732	0.5904	1.4108	1.6524	0.7618	1.3746	1.2282	1.1738	1.672	1.487	1.1704	1.9896	1.4654	1.3264	2.0852	0.86	1.3438	1.8438	0.4646	1.3224	1.0854	1.5798	2.2252	-0.6876	0.8726	1.9968	1.1226
C6orf27	0.261666666666667	0.474333333333333	0.0716666666666667	0.653666666666667	0.543666666666667	0.563	0.439333333333333	0.703666666666667	0.225333333333333	1.033	0.244666666666667	0.445666666666667	1.18166666666667	0.54	0.235333333333333	0.160333333333333	0.293	0.291	0.996333333333333	0.836	0.248666666666667	0.740333333333333	1.33166666666667	0.0496666666666667	0.160333333333333	0.171333333333333	0.247666666666667	0.443	0.327	0.566	0.493	0.588666666666667	0.314666666666667	-0.013	0.612666666666667	0.644333333333333	1.14266666666667	0.871333333333333
SYTL5	-0.326	-0.234	-0.083	-0.390333333333333	-0.286	-0.136666666666667	-0.508333333333333	-0.012	-0.0123333333333333	-0.281666666666667	-0.521333333333333	-0.44	-0.165333333333333	-0.182666666666667	-0.300666666666667	-0.21	-0.16	-0.531666666666667	-0.145	-0.153666666666667	-0.0823333333333334	-0.257666666666667	-0.443666666666667	-0.31	0.0436666666666667	-0.261	-0.405	-0.182	-0.315333333333333	-0.521	-0.517	-0.234	-0.489	-0.406	0	-0.077	-0.300333333333333	0.0773333333333333
PRND	0.992454545454545	0.125454545454545	2.7306	3.23054545454545	2.18563636363636	0.837181818181818	0.730818181818182	1.7003	1.56336363636364	0.237666666666667	0.394090909090909	-0.481	1.92472727272727	0.115363636363636	2.872	1.51363636363636	0.184272727272727	0.558181818181818	1.30436363636364	0.389636363636364	0.771545454545455	0.742545454545455	1.498	3.46881818181818	-0.0664545454545455	0.7531	0.396636363636364	-0.0144545454545455	1.28227272727273	0.407727272727273	0.152818181818182	0.7653	1.0687	0.216272727272727	1.18863636363636	0.524454545454546	0.7513	1.0007
LOC653319	-0.984333333333333	-0.776333333333333	-0.251333333333333	-0.434	0.989666666666667	-1.03033333333333	-1.09933333333333	-0.512333333333333	-0.564333333333333	-1.19733333333333	-0.645333333333333	-0.0793333333333333	0.497666666666667	-1.54366666666667	-0.632666666666667	-0.471666666666667	-1.05366666666667	0.141666666666667	-0.783	-1.29666666666667	-0.154333333333333	-1.45366666666667	-0.341	0.721666666666667	-0.469666666666667	-1.70233333333333	-1.335	-1.23566666666667	-0.381	-0.657	-0.5	0.112	-1.13666666666667	-0.546666666666667	-0.485	-1.25366666666667	-1.34733333333333	-1.34366666666667
PIGL	-0.779545454545455	-1.96372727272727	-1.774	-2.02590909090909	-1.64572727272727	-0.506727272727273	-1.48227272727273	0.153454545454545	-1.30272727272727	-1.09936363636364	-1.57190909090909	-0.592181818181818	-0.437454545454545	-0.990727272727273	-1.33472727272727	-0.985272727272727	-2.10636363636364	-1.502	-1.15681818181818	-1.73472727272727	-1.82390909090909	-1.24645454545455	-1.01409090909091	-1.186	0.363	-1.53063636363636	-0.863363636363636	-1.20009090909091	-1.94145454545455	-1.39272727272727	-0.924545454545455	-1.12909090909091	-1.41527272727273	-1.25990909090909	-1.35463636363636	-0.0295454545454545	-1.40272727272727	-2.27454545454545
HUS1	0.922375	-0.423	-0.00775	-0.315125	-0.873125	0.3135	-0.4	0.4505	-0.410875	0.1325	-0.268	-0.13875	0.495875	0.991625	0.195625	-0.322375	-0.493375	-0.27575	-0.684125	-0.1805	-1.2265	-0.655125	-0.581375	0.427875	0.94825	0.720125	-0.0535	0.065875	-0.813875	-0.4145	0.6255	-0.62675	0.57375	-0.2115	-0.426375	0.90075	1.037125	-1.163125
SFRS6	0.583625	-0.42025	0.932	-0.0205	0.3811875	0.545125	-0.401125	-0.531875	0.3995625	-0.7731875	0.49025	-0.393	0.4471875	0.560125	0.929125	0.7500625	0.5390625	1.4750625	0.560375	0.0343125	0.15675	-0.0104375	0.403	0.771875	-1.209625	0.499	0.1069375	0.298875	-0.90675	0.793375	0.1776875	-0.9261875	0.470875	-0.7443125	0.133125	0.571875	-0.79125	-0.653125
C17orf77	0.111	0.138666666666667	0.282666666666667	0.428666666666667	0.230666666666667	0.507333333333333	0.293666666666667	0.371333333333333	0.251	0.312333333333333	0.200333333333333	0.13	0.568333333333333	0.373666666666667	0.232	0.220666666666667	0.537333333333333	0.265	0.493666666666667	0.77	0.426666666666667	0.281	0.483333333333333	0.443333333333333	0.37	0.462666666666667	0.326333333333333	0.300333333333333	0.0416666666666667	0.0653333333333333	0.322666666666667	0.497	0.467	0.185	0.413	0.650666666666667	0.713333333333333	0.264333333333333
